lam,window_size,networksize,learnrate,seed,sharpe,cumret,meanret,stdret
0.001,16.0,64.0,0.001,4.5,0.92806,1.07454,0.00051,0.01066
0.1,16.0,64.0,0.001,4.5,0.8675900000000001,1.0676,0.00046,0.010249999999999999
1.0,16.0,64.0,0.001,4.5,0.8330500000000001,1.08475,0.0006200000000000001,0.011210000000000001
10.0,16.0,64.0,0.001,4.5,0.8738900000000001,1.09365,0.00068,0.01202
