window_size,lam,networksize,learnrate,seed,sharpe,cumret,meanret,stdret
1,0.001,64,0.001,4.5,1.2361,1.1065999999999998,0.0007,0.0106
1,0.1,64,0.001,4.5,1.2541,1.117,0.0009000000000000001,0.0115
1,1.0,64,0.001,4.5,0.7021,1.0788,0.0005,0.012
1,10.0,64,0.001,4.5,0.9122999999999999,1.0953,0.0007,0.011899999999999999
