combo_id,lr_actor,dyn_sim_M,dyn_sim_deterministic,dyn_sim_pl_weight,lam,actor_weight,kappa_unc,seed,best_val_sharpe,test_sharpe,test_total_return,test_mean_return,test_std_return
19,1e-05,5,True,0.5,10.0,1.0,1.0,1,-inf,1.7235443592071533,1.0922266244888306,0.0007094353204593062,0.006534162908792496
20,1e-05,5,True,0.5,20.0,0.0,0.0,0,-inf,1.7277225255966187,1.092466115951538,0.0007112773600965738,0.006535286549478769
20,1e-05,5,True,0.5,20.0,0.0,0.0,1,-inf,1.7237534523010254,1.0922448635101318,0.0007095758337527514,0.006534664425998926
19,1e-05,5,True,0.5,10.0,1.0,1.0,2,-inf,1.7217413187026978,1.0919768810272217,0.0007075144094415009,0.00652329484000802
20,1e-05,5,True,0.5,20.0,0.0,0.0,2,-inf,1.7249687910079956,1.0923054218292236,0.0007100421353243291,0.006534351501613855
21,1e-05,5,True,0.5,20.0,0.0,1.0,0,-inf,1.7277663946151733,1.0924708843231201,0.0007113141473382711,0.006535458378493786
21,1e-05,5,True,0.5,20.0,0.0,1.0,1,-inf,1.723259449005127,1.0922069549560547,0.0007092845626175404,0.006533854641020298
22,1e-05,5,True,0.5,20.0,1.0,0.0,0,-inf,1.7280985116958618,1.092490315437317,0.0007114642066881061,0.006535580847412348
22,1e-05,5,True,0.5,20.0,1.0,0.0,1,-inf,1.7239973545074463,1.0922577381134033,0.0007096749031916261,0.006534652318805456
21,1e-05,5,True,0.5,20.0,0.0,1.0,2,-inf,1.7249025106430054,1.0922927856445312,0.0007099446374922991,0.0065337056294083595
22,1e-05,5,True,0.5,20.0,1.0,0.0,2,-inf,1.7250405550003052,1.092293620109558,0.0007099508657120168,0.0065332395024597645
23,1e-05,5,True,0.5,20.0,1.0,1.0,0,-inf,1.7281115055084229,1.09248948097229,0.0007114572217687964,0.006535467691719532
23,1e-05,5,True,0.5,20.0,1.0,1.0,1,-inf,1.7241942882537842,1.0922784805297852,0.0007098346250131726,0.00653537642210722
23,1e-05,5,True,0.5,20.0,1.0,1.0,2,-inf,1.7254090309143066,1.0923287868499756,0.0007102218805812299,0.0065343379974365234
24,1e-05,5,True,1.0,1.0,0.0,0.0,0,-inf,1.7914087772369385,1.0973470211029053,0.0007488229894079268,0.006635659374296665
24,1e-05,5,True,1.0,1.0,0.0,0.0,1,-inf,1.7237305641174316,1.092235803604126,0.0007095057517290115,0.006534105632454157
24,1e-05,5,True,1.0,1.0,0.0,0.0,2,-inf,1.7189284563064575,1.0917072296142578,0.0007054402376525104,0.006514814682304859
25,1e-05,5,True,1.0,1.0,0.0,1.0,0,-inf,1.7954680919647217,1.0976296663284302,0.0007509976858273149,0.006639884784817696
25,1e-05,5,True,1.0,1.0,0.0,1.0,1,-inf,1.7041987180709839,1.0912286043167114,0.0007017581374384463,0.006536825094372034
26,1e-05,5,True,1.0,1.0,1.0,0.0,0,-inf,1.7905274629592896,1.0973191261291504,0.0007486082031391561,0.00663702143356204
25,1e-05,5,True,1.0,1.0,0.0,1.0,2,-inf,1.7202389240264893,1.0917783975601196,0.0007059879135340452,0.006514905486255884
26,1e-05,5,True,1.0,1.0,1.0,0.0,1,-inf,1.7161002159118652,1.0919709205627441,0.0007074681343510747,0.006544309668242931
26,1e-05,5,True,1.0,1.0,1.0,0.0,2,-inf,1.7204043865203857,1.0917009115219116,0.0007053918088786304,0.006508778315037489
27,1e-05,5,True,1.0,1.0,1.0,1.0,0,-inf,1.797461748123169,1.0978140830993652,0.0007524161483161151,0.0066450475715100765
27,1e-05,5,True,1.0,1.0,1.0,1.0,1,-inf,1.7217992544174194,1.0923863649368286,0.0007106642588041723,0.006552116014063358
28,1e-05,5,True,1.0,10.0,0.0,0.0,0,-inf,1.7316741943359375,1.0927042961120605,0.0007131103193387389,0.006537175737321377
27,1e-05,5,True,1.0,1.0,1.0,1.0,2,-inf,1.7173441648483276,1.0914949178695679,0.0007038069888949394,0.006505727302283049
28,1e-05,5,True,1.0,10.0,0.0,0.0,1,-inf,1.7236816883087158,1.092254638671875,0.0007096508052200079,0.006535626947879791
28,1e-05,5,True,1.0,10.0,0.0,0.0,2,-inf,1.7222648859024048,1.0921086072921753,0.0007085279794409871,0.006530654150992632
29,1e-05,5,True,1.0,10.0,0.0,1.0,0,-inf,1.7316644191741943,1.0927040576934814,0.0007131078164093196,0.006537189707159996
29,1e-05,5,True,1.0,10.0,0.0,1.0,1,-inf,1.7219593524932861,1.092128038406372,0.0007086772238835692,0.006533188745379448
30,1e-05,5,True,1.0,10.0,1.0,0.0,0,-inf,1.7316884994506836,1.0927037000656128,0.0007131054881028831,0.006537077482789755
29,1e-05,5,True,1.0,10.0,0.0,1.0,2,-inf,1.725088357925415,1.0922942161560059,0.0007099559879861772,0.006533105857670307
30,1e-05,5,True,1.0,10.0,1.0,0.0,1,-inf,1.7242252826690674,1.09228515625,0.000709885498508811,0.00653572753071785
30,1e-05,5,True,1.0,10.0,1.0,0.0,2,-inf,1.7250357866287231,1.092212438583374,0.0007093264721333981,0.006527512334287167
31,1e-05,5,True,1.0,10.0,1.0,1.0,0,-inf,1.731278896331787,1.0926775932312012,0.0007129048462957144,0.006536784581840038
31,1e-05,5,True,1.0,10.0,1.0,1.0,1,-inf,1.7228425741195679,1.0921807289123535,0.0007090825238265097,0.0065335738472640514
31,1e-05,5,True,1.0,10.0,1.0,1.0,2,-inf,1.7216624021530151,1.0920664072036743,0.0007082032971084118,0.0065299454145133495
32,1e-05,5,True,1.0,20.0,0.0,0.0,0,-inf,1.7281519174575806,1.092490792274475,0.0007114680483937263,0.006535414140671492
32,1e-05,5,True,1.0,20.0,0.0,0.0,1,-inf,1.7231591939926147,1.0922064781188965,0.0007092801388353109,0.006534193642437458
32,1e-05,5,True,1.0,20.0,0.0,0.0,2,-inf,1.7247376441955566,1.092292070388794,0.0007099392241798341,0.006534280255436897
33,1e-05,5,True,1.0,20.0,0.0,1.0,0,-inf,1.727667212486267,1.0924663543701172,0.0007112796884030104,0.006535516586154699
33,1e-05,5,True,1.0,20.0,0.0,1.0,1,-inf,1.7245850563049316,1.092288613319397,0.0007099121576175094,0.006534609477967024
34,1e-05,5,True,1.0,20.0,1.0,0.0,0,-inf,1.72798490524292,1.0924917459487915,0.0007114753243513405,0.006536112632602453
33,1e-05,5,True,1.0,20.0,0.0,1.0,2,-inf,1.7240145206451416,1.0922437906265259,0.0007095677428878844,0.006533600389957428
34,1e-05,5,True,1.0,20.0,1.0,0.0,1,-inf,1.7241097688674927,1.092265009880066,0.000709730782546103,0.006534740328788757
34,1e-05,5,True,1.0,20.0,1.0,0.0,2,-inf,1.7254302501678467,1.0923340320587158,0.0007102616946212947,0.006534624379128218
35,1e-05,5,True,1.0,20.0,1.0,1.0,0,-inf,1.7275750637054443,1.0924636125564575,0.000711258442606777,0.006535670254379511
35,1e-05,5,True,1.0,20.0,1.0,1.0,1,-inf,1.7230192422866821,1.092193365097046,0.0007091799052432179,0.006533801089972258
36,1e-05,5,False,0.1,1.0,0.0,0.0,0,-inf,1.8249553442001343,1.1012744903564453,0.0007790344534441829,0.006776478607207537
35,1e-05,5,True,1.0,20.0,1.0,1.0,2,-inf,1.7247475385665894,1.092255711555481,0.0007096591289155185,0.00653166463598609
36,1e-05,5,False,0.1,1.0,0.0,0.0,1,-inf,1.7282127141952515,1.092839002609253,0.0007141465903259814,0.006559787783771753
36,1e-05,5,False,0.1,1.0,0.0,0.0,2,-inf,1.7161691188812256,1.0914818048477173,0.0007037059403955936,0.006509247235953808
37,1e-05,5,False,0.1,1.0,0.0,1.0,0,-inf,1.8144127130508423,1.100096583366394,0.0007699733832851052,0.006736577022820711
37,1e-05,5,False,0.1,1.0,0.0,1.0,1,-inf,1.7169147729873657,1.0920803546905518,0.0007083100499585271,0.006548989098519087
37,1e-05,5,False,0.1,1.0,0.0,1.0,2,-inf,1.7059526443481445,1.0908631086349487,0.0006989473477005959,0.006503948476165533
38,1e-05,5,False,0.1,1.0,1.0,0.0,0,-inf,1.7752989530563354,1.0963287353515625,0.0007409903919324279,0.006625836715102196
38,1e-05,5,False,0.1,1.0,1.0,0.0,1,-inf,1.7224435806274414,1.0926963090896606,0.0007130485610105097,0.00657163979485631
38,1e-05,5,False,0.1,1.0,1.0,0.0,2,-inf,1.7072327136993408,1.0908267498016357,0.0006986671942286193,0.006496467161923647
39,1e-05,5,False,0.1,1.0,1.0,1.0,0,-inf,1.817945957183838,1.1011399030685425,0.0007779993466101587,0.006793567910790443
39,1e-05,5,False,0.1,1.0,1.0,1.0,1,-inf,1.71080482006073,1.0920579433441162,0.0007081385119818151,0.006570786703377962
39,1e-05,5,False,0.1,1.0,1.0,1.0,2,-inf,1.721656084060669,1.092002034187317,0.0007077082409523427,0.006525405216962099
40,1e-05,5,False,0.1,10.0,0.0,0.0,0,-inf,1.7332464456558228,1.0928857326507568,0.0007145055569708347,0.006544024217873812
40,1e-05,5,False,0.1,10.0,0.0,0.0,1,-inf,1.7224184274673462,1.0921826362609863,0.0007090974249877036,0.0065353200770914555
40,1e-05,5,False,0.1,10.0,0.0,0.0,2,-inf,1.7243494987487793,1.092247486114502,0.0007095961482264102,0.006532592698931694
41,1e-05,5,False,0.1,10.0,0.0,1.0,0,-inf,1.7341647148132324,1.0929735898971558,0.000715181406121701,0.0065467460080981255
41,1e-05,5,False,0.1,10.0,0.0,1.0,1,-inf,1.7218444347381592,1.0921279191970825,0.000708676700014621,0.006533619482070208
42,1e-05,5,False,0.1,10.0,1.0,0.0,0,-inf,1.7320051193237305,1.0927996635437012,0.0007138437358662486,0.006542649120092392
41,1e-05,5,False,0.1,10.0,0.0,1.0,2,-inf,1.7241240739822388,1.0922390222549438,0.0007095306064002216,0.006532843224704266
42,1e-05,5,False,0.1,10.0,1.0,0.0,1,-inf,1.7232197523117065,1.0922095775604248,0.0007093043532222509,0.006534187123179436
42,1e-05,5,False,0.1,10.0,1.0,0.0,2,-inf,1.7245897054672241,1.0922085046768188,0.0007092963787727058,0.006528923287987709
43,1e-05,5,False,0.1,10.0,1.0,1.0,0,-inf,1.7328240871429443,1.0928981304168701,0.0007146014831960201,0.006546498276293278
43,1e-05,5,False,0.1,10.0,1.0,1.0,1,-inf,1.723685622215271,1.092266321182251,0.0007097412017174065,0.006536444183439016
44,1e-05,5,False,0.1,20.0,0.0,0.0,0,-inf,1.7297933101654053,1.0926539897918701,0.0007127227145247161,0.006540726870298386
43,1e-05,5,False,0.1,10.0,1.0,1.0,2,-inf,1.7234516143798828,1.0921400785446167,0.0007087695994414389,0.006528382655233145
44,1e-05,5,False,0.1,20.0,0.0,0.0,1,-inf,1.722948670387268,1.0921868085861206,0.0007091291481629014,0.006533600855618715
44,1e-05,5,False,0.1,20.0,0.0,0.0,2,-inf,1.7249369621276855,1.0923036336898804,0.0007100275252014399,0.006534337531775236
45,1e-05,5,False,0.1,20.0,0.0,1.0,0,-inf,1.7297570705413818,1.0926501750946045,0.0007126937853172421,0.006540598347783089
45,1e-05,5,False,0.1,20.0,0.0,1.0,1,-inf,1.7247332334518433,1.0923094749450684,0.0007100729853846133,0.006535528227686882
46,1e-05,5,False,0.1,20.0,1.0,0.0,0,-inf,1.7284901142120361,1.0925555229187012,0.0007119656656868756,0.006538705434650183
45,1e-05,5,False,0.1,20.0,0.0,1.0,2,-inf,1.7244609594345093,1.0922328233718872,0.0007094830507412553,0.006531129125505686
46,1e-05,5,False,0.1,20.0,1.0,0.0,1,-inf,1.7233126163482666,1.0922094583511353,0.0007093034801073372,0.006533827167004347
46,1e-05,5,False,0.1,20.0,1.0,0.0,2,-inf,1.7244373559951782,1.0922317504882812,0.0007094745524227619,0.006531140301376581
47,1e-05,5,False,0.1,20.0,1.0,1.0,0,-inf,1.7265276908874512,1.0923686027526855,0.0007105277618393302,0.00653291679918766
47,1e-05,5,False,0.1,20.0,1.0,1.0,1,-inf,1.7235496044158936,1.0922211408615112,0.0007093930616974831,0.006533753592520952
48,1e-05,5,False,0.5,1.0,0.0,0.0,0,-inf,1.8092819452285767,1.0995820760726929,0.000766016251873225,0.006720961071550846
47,1e-05,5,False,0.1,20.0,1.0,1.0,2,-inf,1.724583387374878,1.0922423601150513,0.0007095568580552936,0.006531345192342997
48,1e-05,5,False,0.5,1.0,0.0,0.0,1,-inf,1.7185204029083252,1.0931633710861206,0.0007166413124650717,0.006619829218834639
48,1e-05,5,False,0.5,1.0,0.0,0.0,2,-inf,1.7151254415512085,1.0921472311019897,0.000708824722096324,0.0065605854615569115
49,1e-05,5,False,0.5,1.0,0.0,1.0,0,-inf,1.7992198467254639,1.0994195938110352,0.0007647659513168037,0.0067475163377821445
49,1e-05,5,False,0.5,1.0,0.0,1.0,1,-inf,1.686579942703247,1.0900628566741943,0.0006927907234057784,0.006520708091557026
50,1e-05,5,False,0.5,1.0,1.0,0.0,0,-inf,1.8070850372314453,1.0995111465454102,0.0007654706132598221,0.006724338512867689
49,1e-05,5,False,0.5,1.0,0.0,1.0,2,-inf,1.711600661277771,1.0910255908966064,0.0007001965423114598,0.0064940727315843105
50,1e-05,5,False,0.5,1.0,1.0,0.0,1,-inf,1.7001407146453857,1.091163992881775,0.0007012611604295671,0.0065477872267365456
50,1e-05,5,False,0.5,1.0,1.0,0.0,2,-inf,1.708601951599121,1.0911595821380615,0.0007012278074398637,0.006515051703900099
51,1e-05,5,False,0.5,1.0,1.0,1.0,0,-inf,1.8084689378738403,1.0995339155197144,0.0007656455272808671,0.006720728240907192
51,1e-05,5,False,0.5,1.0,1.0,1.0,1,-inf,1.718597412109375,1.0921461582183838,0.0007088162819854915,0.006547253578901291
52,1e-05,5,False,0.5,10.0,0.0,0.0,0,-inf,1.7345525026321411,1.0930533409118652,0.0007157950312830508,0.006550898309797049
51,1e-05,5,False,0.5,1.0,1.0,1.0,2,-inf,1.7314190864562988,1.0928934812545776,0.0007145655108615756,0.006551480386406183
52,1e-05,5,False,0.5,10.0,0.0,0.0,1,-inf,1.7216761112213135,1.0921354293823242,0.000708733918145299,0.006534786429256201
52,1e-05,5,False,0.5,10.0,0.0,0.0,2,-inf,1.7257089614868164,1.092328667640686,0.0007102207164280117,0.006533191539347172
53,1e-05,5,False,0.5,10.0,0.0,1.0,0,-inf,1.7353639602661133,1.0931035280227661,0.0007161807734519243,0.006551363505423069
53,1e-05,5,False,0.5,10.0,0.0,1.0,1,-inf,1.7214936017990112,1.0921080112457275,0.0007085236138664186,0.006533539853990078
54,1e-05,5,False,0.5,10.0,1.0,0.0,0,-inf,1.7362300157546997,1.093204379081726,0.0007169563905335963,0.006555187050253153
53,1e-05,5,False,0.5,10.0,0.0,1.0,2,-inf,1.723873496055603,1.092207431793213,0.0007092880550771952,0.006531559396535158
54,1e-05,5,False,0.5,10.0,1.0,0.0,1,-inf,1.7224934101104736,1.0921502113342285,0.0007088476559147239,0.006532733794301748
54,1e-05,5,False,0.5,10.0,1.0,0.0,2,-inf,1.7249735593795776,1.0922013521194458,0.0007092412561178207,0.006526963319629431
55,1e-05,5,False,0.5,10.0,1.0,1.0,0,-inf,1.7338613271713257,1.0929712057113647,0.0007151631289161742,0.006547724362462759
55,1e-05,5,False,0.5,10.0,1.0,1.0,1,-inf,1.7221934795379639,1.0921566486358643,0.0007088977145031095,0.006534332875162363
55,1e-05,5,False,0.5,10.0,1.0,1.0,2,-inf,1.7248188257217407,1.0922554731369019,0.000709657440893352,0.00653137918561697
56,1e-05,5,False,0.5,20.0,0.0,0.0,0,-inf,1.7299811840057373,1.0926860570907593,0.0007129700388759375,0.006542285904288292
56,1e-05,5,False,0.5,20.0,0.0,0.0,1,-inf,1.7231694459915161,1.0922210216522217,0.0007093922467902303,0.00653518782928586
56,1e-05,5,False,0.5,20.0,0.0,0.0,2,-inf,1.7251687049865723,1.0922654867172241,0.0007097347406670451,0.006530765909701586
57,1e-05,5,False,0.5,20.0,0.0,1.0,0,-inf,1.7296751737594604,1.092668056488037,0.0007128316792659461,0.006542173679918051
57,1e-05,5,False,0.5,20.0,0.0,1.0,1,-inf,1.7234190702438354,1.0922249555587769,0.0007094229804351926,0.0065345242619514465
58,1e-05,5,False,0.5,20.0,1.0,0.0,0,-inf,1.7297898530960083,1.0926899909973145,0.0007130003650672734,0.006543288007378578
57,1e-05,5,False,0.5,20.0,0.0,1.0,2,-inf,1.7246956825256348,1.0922508239746094,0.000709621817804873,0.0065315174870193005
58,1e-05,5,False,0.5,20.0,1.0,0.0,1,-inf,1.7230963706970215,1.0921876430511475,0.0007091356674209237,0.006533101201057434
58,1e-05,5,False,0.5,20.0,1.0,0.0,2,-inf,1.7240532636642456,1.0922393798828125,0.0007095334585756063,0.006533137988299131
59,1e-05,5,False,0.5,20.0,1.0,1.0,0,-inf,1.7297148704528809,1.0926743745803833,0.0007128798752091825,0.006542465649545193
59,1e-05,5,False,0.5,20.0,1.0,1.0,1,-inf,1.722882628440857,1.092184066772461,0.0007091079605743289,0.006533656734973192
60,1e-05,5,False,1.0,1.0,0.0,0.0,0,-inf,1.7957583665847778,1.0988900661468506,0.0007606929866597056,0.006724517792463303
59,1e-05,5,False,0.5,20.0,1.0,1.0,2,-inf,1.725136637687683,1.092262625694275,0.0007097121560946107,0.0065306792967021465
60,1e-05,5,False,1.0,1.0,0.0,0.0,1,-inf,1.6945290565490723,1.0906178951263428,0.0006970603717491031,0.006530117709189653
60,1e-05,5,False,1.0,1.0,0.0,0.0,2,-inf,1.6993954181671143,1.090582251548767,0.0006967862136662006,0.006508857011795044
61,1e-05,5,False,1.0,1.0,0.0,1.0,0,-inf,1.7937343120574951,1.0981367826461792,0.0007548982393927872,0.006680822465568781
61,1e-05,5,False,1.0,1.0,0.0,1.0,1,-inf,1.707128882408142,1.0912684202194214,0.0007020651828497648,0.006528459955006838
62,1e-05,5,False,1.0,1.0,1.0,0.0,0,-inf,1.823703646659851,1.1015828847885132,0.0007814068230800331,0.006801780313253403
61,1e-05,5,False,1.0,1.0,0.0,1.0,2,-inf,1.708528757095337,1.0910992622375488,0.0007007632520981133,0.006511013954877853
62,1e-05,5,False,1.0,1.0,1.0,0.0,1,-inf,1.7173243761062622,1.0919859409332275,0.0007075841422192752,0.006540717091411352
62,1e-05,5,False,1.0,1.0,1.0,0.0,2,-inf,1.698909044265747,1.0904731750488281,0.0006959470338188112,0.006502878852188587
63,1e-05,5,False,1.0,1.0,1.0,1.0,0,-inf,1.850969672203064,1.1045551300048828,0.0008042702684178948,0.006897669285535812
63,1e-05,5,False,1.0,1.0,1.0,1.0,1,-inf,1.7659850120544434,1.09536612033844,0.0007335855043493211,0.0065942187793552876
64,1e-05,5,False,1.0,10.0,0.0,0.0,0,-inf,1.7342734336853027,1.0929752588272095,0.0007151939789764583,0.006546450778841972
63,1e-05,5,False,1.0,1.0,1.0,1.0,2,-inf,1.7184827327728271,1.0924190282821655,0.0007109154830686748,0.006567081436514854
64,1e-05,5,False,1.0,10.0,0.0,0.0,2,-inf,1.7266783714294434,1.092320442199707,0.0007101575029082596,0.006528942845761776
64,1e-05,5,False,1.0,10.0,0.0,0.0,1,-inf,1.723854422569275,1.0922551155090332,0.0007096542976796627,0.006535004358738661
65,1e-05,5,False,1.0,10.0,0.0,1.0,1,-inf,1.7241249084472656,1.0922796726226807,0.0007098439964465797,0.0065357256680727005
