window_size,lam,networksize,learnrate,seed,sharpe,cumret,meanret,stdret
1,10.0,64,0.005,4.5,1.2069,1.1035,0.0007,0.0101
1,10.0,64,0.01,4.5,0.8996999999999999,1.0976,0.0006000000000000001,0.0121
1,10.0,128,1e-05,4.5,1.6954999999999998,1.0914,0.001,0.0066
1,10.0,128,0.0001,4.5,1.703,1.0922,0.001,0.0067
1,10.0,128,0.0005,4.5,1.7041,1.0953,0.001,0.006900000000000001
1,10.0,128,0.001,4.5,1.4913,1.0859,0.0008,0.0068000000000000005
1,10.0,128,0.005,4.5,1.2655,1.1269,0.0009000000000000001,0.012199999999999999
1,10.0,128,0.01,4.5,0.89,1.0937,0.0006000000000000001,0.0118
1,20.0,32,1e-05,4.5,1.6719000000000002,1.0904,0.001,0.0068000000000000005
1,20.0,32,0.0001,4.5,1.6623999999999999,1.09,0.001,0.0067
1,20.0,32,0.0005,4.5,1.5732,1.0875,0.0009000000000000001,0.0067
1,20.0,32,0.001,4.5,1.5912,1.0935000000000001,0.001,0.0071
1,20.0,32,0.005,4.5,1.1738,1.1221,0.0009000000000000001,0.0126
1,20.0,32,0.01,4.5,1.052,1.1111,0.0007,0.0124
1,20.0,64,1e-05,4.5,1.6765,1.0912,0.001,0.0068000000000000005
1,20.0,64,0.0001,4.5,1.6800000000000002,1.0917999999999999,0.001,0.0067
1,20.0,64,0.0005,4.5,1.6309999999999998,1.0914,0.001,0.0068000000000000005
1,20.0,64,0.001,4.5,1.442,1.0887,0.0008,0.0073999999999999995
1,20.0,64,0.005,4.5,0.9109,1.0915,0.0007,0.011399999999999999
1,20.0,64,0.01,4.5,0.773,1.0785,0.0005,0.0116
1,20.0,128,1e-05,4.5,1.6972999999999998,1.0917,0.001,0.0066
1,20.0,128,0.0001,4.5,1.7097000000000002,1.0929,0.001,0.0068000000000000005
1,20.0,128,0.0005,4.5,1.6138,1.0913,0.001,0.0068000000000000005
1,20.0,128,0.001,4.5,1.3302,1.0859999999999999,0.0007,0.0076
1,20.0,128,0.005,4.5,0.8032999999999999,1.0859,0.0006000000000000001,0.0118
1,20.0,128,0.01,4.5,0.7947,1.0878999999999999,0.0006000000000000001,0.0121
1,40.0,32,1e-05,4.5,1.6741,1.0905,0.001,0.0068000000000000005
1,40.0,32,0.0001,4.5,1.6565,1.0895,0.001,0.0066
1,40.0,32,0.0005,4.5,1.5385,1.0895,0.0009000000000000001,0.007200000000000001
1,40.0,32,0.001,4.5,1.3107,1.0785,0.0007,0.007300000000000001
1,40.0,32,0.005,4.5,0.7766,1.0748,0.0005,0.0106
1,40.0,32,0.01,4.5,0.7609,1.0836,0.0005,0.0118
1,40.0,64,1e-05,4.5,1.6819,1.0914,0.001,0.0068000000000000005
1,40.0,64,0.0001,4.5,1.6677,1.0906,0.001,0.0067
1,40.0,64,0.0005,4.5,1.5248000000000002,1.0874000000000001,0.0009000000000000001,0.007000000000000001
1,40.0,64,0.001,4.5,1.0446,1.0635999999999999,0.0005,0.0077
1,40.0,64,0.005,4.5,1.0449,1.1195,0.0008,0.0132
1,40.0,64,0.01,4.5,0.49140000000000006,1.049,0.0002,0.0108
1,40.0,128,1e-05,4.5,1.6962,1.0915000000000001,0.001,0.0066
1,40.0,128,0.0001,4.5,1.7007,1.0919,0.001,0.006500000000000001
1,40.0,128,0.0005,4.5,1.5927,1.0987,0.001,0.0078
1,40.0,128,0.001,4.5,1.188,1.1003,0.0008,0.0107
1,40.0,128,0.005,4.5,0.7317,1.0787,0.0005,0.0116
1,40.0,128,0.01,4.5,0.7266999999999999,1.0802,0.0005,0.0126
