learnrate,window_size,lam,networksize,seed,sharpe,cumret,meanret,stdret
1e-05,1.0,7.8610999999999995,74.66666666666667,4.5,1.6864333333333332,1.09106,0.001,0.006726666666666667
0.0001,1.0,7.8610999999999995,74.66666666666667,4.5,1.6822733333333335,1.0910733333333333,0.001,0.006716666666666667
0.0005,1.0,7.8610999999999995,74.66666666666667,4.5,1.6430666666666667,1.0913499999999998,0.0009766666666666667,0.006886666666666667
0.001,1.0,7.8610999999999995,74.66666666666667,4.5,1.5730600000000001,1.0904200000000002,0.0009333333333333333,0.00716
0.005,1.0,7.8610999999999995,74.66666666666667,4.5,1.3997166666666667,1.09467,0.0008766666666666667,0.008593333333333333
0.01,1.0,7.8610999999999995,74.66666666666667,4.5,1.2662666666666667,1.0913633333333332,0.0007866666666666666,0.009206666666666667
