lam,window_size,networksize,learnrate,seed,sharpe,cumret,meanret,stdret
0.001,1.0,64.0,0.001,4.5,3.2594000000000003,1.2769,0.0021000000000000003,0.009600000000000001
0.1,1.0,64.0,0.001,4.5,3.9796,1.3378,0.0025,0.0095
1.0,1.0,64.0,0.001,4.5,3.0749,1.2596,0.0019,0.0097
10.0,1.0,64.0,0.001,4.5,1.9837,1.116,0.0012000000000000001,0.0071
