window_size,lam,seed,sharpe,cumret,meanret,stdret
1,0.0111,2.0,3.537433333333333,1.3093666666666668,0.0024000000000000002,0.009966666666666667
2,0.0111,2.0,2.4189000000000003,1.2043333333333333,0.0016333333333333332,0.009633333333333334
3,0.0111,2.0,1.4529666666666667,1.1157000000000001,0.001,0.010733333333333333
4,0.0111,2.0,1.5008333333333335,1.1117666666666668,0.001,0.010033333333333333
5,0.0111,2.0,1.5120000000000002,1.1109,0.001,0.009933333333333334
6,0.0111,2.0,1.6696333333333335,1.0986333333333334,0.001,0.007833333333333335
