learnrate,window_size,lam,networksize,seed,sharpe,cumret,meanret,stdret
1e-06,1.0,1.0,74.66666666666667,1.5,1.7149166666666666,1.0918333333333334,0.001,0.00675
1e-05,1.0,1.0,74.66666666666667,1.5,1.7160833333333334,1.09225,0.001,0.006916666666666667
0.0001,1.0,1.0,74.66666666666667,1.5,1.6649166666666666,1.0953333333333335,0.001,0.007583333333333333
0.001,1.0,1.0,74.66666666666667,1.5,3.0045,1.277,0.0020833333333333333,0.010750000000000001
0.01,1.0,1.0,74.66666666666667,1.5,2.0425833333333334,1.1638333333333335,0.00125,0.009166666666666667
