window_size,lam,networksize,learnrate,seed,sharpe,cumret,meanret,stdret
1,0.001,64,0.001,4.5,1.1394,1.1388,0.001,0.014799999999999999
1,0.1,64,0.001,4.5,1.1163,1.1339,0.001,0.014599999999999998
1,1.0,64,0.001,4.5,1.0021,1.0872,0.0007,0.0112
1,10.0,64,0.001,4.5,1.4508,1.0902,0.0008,0.0075
