lam,window_size,networksize,learnrate,seed,sharpe,cumret,meanret,stdret
0.001,1.0,64.0,0.001,4.5,6.4472000000000005,1.6077,0.0048000000000000004,0.0111
0.1,1.0,64.0,0.001,4.5,5.9524,1.5548,0.004200000000000001,0.0112
1.0,1.0,64.0,0.001,4.5,2.7211000000000003,1.2484,0.002,0.0109
10.0,1.0,64.0,0.001,4.5,1.7012,1.0944,0.001,0.0068000000000000005
