phase,epoch,seed,window_size,lam,total_loss,policy_loss,value_loss,kf_loss,dyn_loss,sim_policy_loss,sim_value_loss,discounted_reward,val_sharpe
warmup_dyn,0,0,1,0.001,-0.1836692014453458,0.0,0.0,0.0,-0.18118957627345533,-0.24796243961535247,0.0,-0.0012619563414916104,
warmup_dyn,1,0,1,0.001,-0.5288371642430624,0.0,0.0,0.0,-0.5265892936902887,-0.22478715637150934,0.0,0.00011190389027344245,
warmup_dyn,2,0,1,0.001,-1.1562834498929042,0.0,0.0,0.0,-1.1530656534082748,-0.32177967972615185,0.0,0.0013205690090270603,
warmup_dyn,3,0,1,0.001,-2.223599590507208,0.0,0.0,0.0,-2.22032996486215,-0.32696324082858425,0.0,-0.0047476627708723145,
warmup_dyn,4,0,1,0.001,-3.9205909476560703,0.0,0.0,0.0,-3.917995985816507,-0.2594975534753472,0.0,-0.0027692792343669663,
warmup_dyn,5,0,1,0.001,-6.445694437213972,0.0,0.0,0.0,-6.442635882134531,-0.30585477806116435,0.0,-0.005199618998221031,
warmup_dyn,6,0,1,0.001,-9.620775391073789,0.0,0.0,0.0,-9.618422966377407,-0.23523901872577685,0.0,0.0003018035500894721,
warmup_dyn,7,0,1,0.001,-12.06941225014481,0.0,0.0,0.0,-12.06766128540039,-0.1751013751616519,0.0,-0.001696573401454325,
warmup_dyn,8,0,1,0.001,-13.45798698126101,0.0,0.0,0.0,-13.456422151303759,-0.15648768579258637,0.0,-0.004176783863929849,
warmup_dyn,9,0,1,0.001,-14.296584073235007,0.0,0.0,0.0,-14.294760311351103,-0.1823734463393396,0.0,-0.0016099666427893966,
warmup_dyn,10,0,1,0.001,-14.965850998373593,0.0,0.0,0.0,-14.964012669581994,-0.1838325345340897,0.0,-0.0021995223748187223,
warmup_dyn,11,0,1,0.001,-15.388601564893536,0.0,0.0,0.0,-15.386692327611586,-0.19092920532121377,0.0,-0.0013053231854356971,
warmup_dyn,12,0,1,0.001,-15.691590009951124,0.0,0.0,0.0,-15.689851816962747,-0.17382261043816222,0.0,-0.002842952616001461,
warmup_dyn,13,0,1,0.001,-15.928601825938506,0.0,0.0,0.0,-15.926836948768765,-0.17648653079773866,0.0,0.001232287216493312,
warmup_dyn,14,0,1,0.001,-16.213054170795516,0.0,0.0,0.0,-16.211494988086177,-0.15592519283367723,0.0,0.0005310081246802036,
warmup_dyn,15,0,1,0.001,-16.358097899193858,0.0,0.0,0.0,-16.35639299130907,-0.17048448740559466,0.0,-0.0011379807187682565,
warmup_dyn,16,0,1,0.001,-16.51090810813156,0.0,0.0,0.0,-16.509242880578135,-0.16652680350942353,0.0,0.0008496553043597469,
warmup_dyn,17,0,1,0.001,-16.625888749664906,0.0,0.0,0.0,-16.624020314684103,-0.1868401434290789,0.0,-0.002581233364146422,
warmup_dyn,18,0,1,0.001,-16.729984638737697,0.0,0.0,0.0,-16.728357707752902,-0.16268533085673756,0.0,-0.0023193071441104016,
warmup_dyn,19,0,1,0.001,-16.807648228664025,0.0,0.0,0.0,-16.805701536290787,-0.19465760174481309,0.0,0.0030772034147316042,
warmup_dyn,20,0,1,0.001,-16.853963421840295,0.0,0.0,0.0,-16.85227338005515,-0.16899500557166688,0.0,-0.0014500935041510006,
warmup_dyn,21,0,1,0.001,-16.94412841048895,0.0,0.0,0.0,-16.942224820454914,-0.19036590775438383,0.0,-0.0018132062510167267,
warmup_dyn,22,0,1,0.001,-17.028972924924364,0.0,0.0,0.0,-17.027134072546865,-0.18388765929814646,0.0,-0.002876853378599181,
warmup_dyn,23,0,1,0.001,-16.950884650735293,0.0,0.0,0.0,-16.949146102456485,-0.17384160532816953,0.0,-0.0015413464211365756,
warmup_dyn,24,0,1,0.001,-17.140585450565112,0.0,0.0,0.0,-17.13878038817761,-0.18049566934624797,0.0,-0.0033544682824582445,
warmup_dyn,25,0,1,0.001,-17.174279699138566,0.0,0.0,0.0,-17.172457956800272,-0.1821668376671333,0.0,9.900555653753235e-05,
warmup_dyn,26,0,1,0.001,-17.214359283447266,0.0,0.0,0.0,-17.212454926733876,-0.19043622399662055,0.0,0.00016168806263629128,
warmup_dyn,27,0,1,0.001,-17.285905576219747,0.0,0.0,0.0,-17.284172506893384,-0.17330463720010778,0.0,-0.0007211874312191617,
warmup_dyn,28,0,1,0.001,-17.303892509610044,0.0,0.0,0.0,-17.302083314633837,-0.1809133207973312,0.0,0.0014838851970054355,
warmup_dyn,29,0,1,0.001,-17.320847773084452,0.0,0.0,0.0,-17.319067094840257,-0.17806367145157329,0.0,-0.00120019898110745,
warmup_dyn,30,0,1,0.001,-17.377005146998986,0.0,0.0,0.0,-17.375141798281202,-0.1863296533039972,0.0,-0.0017280553001910448,
warmup_dyn,31,0,1,0.001,-17.428889910380047,0.0,0.0,0.0,-17.427158131318933,-0.17317047744405037,0.0,-0.00348680618894743,
warmup_dyn,32,0,1,0.001,-17.448130925496418,0.0,0.0,0.0,-17.446152462678796,-0.197853804876407,0.0,-0.001966256384655614,
warmup_dyn,33,0,1,0.001,-17.53597308140175,0.0,0.0,0.0,-17.534162521362305,-0.18105732693391688,0.0,-0.00017203106636217997,
warmup_dyn,34,0,1,0.001,-17.50022082235299,0.0,0.0,0.0,-17.49854179457122,-0.16790112194390602,0.0,-0.0029554816291612737,
warmup_dyn,35,0,1,0.001,-17.518144831937903,0.0,0.0,0.0,-17.51637451321471,-0.17702675205381477,0.0,-0.005799645996269058,
