phase,epoch,seed,window_size,lam,total_loss,policy_loss,value_loss,kf_loss,dyn_loss,sim_policy_loss,sim_value_loss,discounted_reward,val_sharpe,avg_weight_JPM,avg_weight_JNJ,avg_weight_MSFT,avg_weight_PG,avg_weight_XOM
train,53,0,1,0.1,-0.0003026506347654789,-0.0003026506347654789,0.0,0.0,0.0,0.0,0.0,0.0012805152310094998,,,,,,
train,54,0,1,0.1,-0.0009087135899656406,-0.0009087135899656406,0.0,0.0,0.0,0.0,0.0,0.0042326963397071645,,,,,,
train,55,0,1,0.1,-0.0012894816577945854,-0.0012894816577945854,0.0,0.0,0.0,0.0,0.0,0.002899768812508852,1.6568315029144287,0.0943872332572937,0.10456954687833786,0.22187310457229614,0.18979626893997192,0.3893738389015198
train,56,0,1,0.1,0.010266818902820494,0.010266818902820494,0.0,0.0,0.0,0.0,0.0,-0.00013187769617812307,,,,,,
train,57,0,1,0.1,-0.0004028117120969018,-0.0004028117120969018,0.0,0.0,0.0,0.0,0.0,0.000394680477934433,,,,,,
train,58,0,1,0.1,-0.006156231219053962,-0.006156231219053962,0.0,0.0,0.0,0.0,0.0,0.001698890061793374,,,,,,
train,59,0,1,0.1,-0.00871330831090317,-0.00871330831090317,0.0,0.0,0.0,0.0,0.0,0.0023484092534464948,,,,,,
train,60,0,1,0.1,-0.003537265743658531,-0.003537265743658531,0.0,0.0,0.0,0.0,0.0,-0.00011880100047325387,1.6624904870986938,0.08713304251432419,0.08642330020666122,0.24331976473331451,0.19736503064632416,0.3857588469982147
train,61,0,1,0.1,0.003794400440871387,0.003794400440871387,0.0,0.0,0.0,0.0,0.0,0.0004937887173511234,,,,,,
train,62,0,1,0.1,0.006157791294415302,0.006157791294415302,0.0,0.0,0.0,0.0,0.0,0.0009237798204755082,,,,,,
train,63,0,1,0.1,-0.005687336594907238,-0.005687336594907238,0.0,0.0,0.0,0.0,0.0,0.0021490282344850987,,,,,,
train,64,0,1,0.1,-0.0034065709686746785,-0.0034065709686746785,0.0,0.0,0.0,0.0,0.0,0.0018193389773574274,,,,,,
train,65,0,1,0.1,0.00030651127956077165,0.00030651127956077165,0.0,0.0,0.0,0.0,0.0,0.0014070221862080051,1.6357357501983643,0.09093631058931351,0.08385278284549713,0.22841589152812958,0.20032207667827606,0.3964729309082031
train,66,0,1,0.1,0.010279356739392467,0.010279356739392467,0.0,0.0,0.0,0.0,0.0,-0.0009333103616703666,,,,,,
train,67,0,1,0.1,0.0007182304455223037,0.0007182304455223037,0.0,0.0,0.0,0.0,0.0,0.003921974975360083,,,,,,
train,68,0,1,0.1,-0.002854270097763148,-0.002854270097763148,0.0,0.0,0.0,0.0,0.0,-0.0017347190250624337,,,,,,
train,69,0,1,0.1,-0.00258272900771094,-0.00258272900771094,0.0,0.0,0.0,0.0,0.0,0.0030173201424380145,,,,,,
train,70,0,1,0.1,0.005167184680627257,0.005167184680627257,0.0,0.0,0.0,0.0,0.0,-0.0008360459400779184,1.619001030921936,0.07632304728031158,0.08614419400691986,0.22147397696971893,0.2022012621164322,0.4138575494289398
train,71,0,1,0.1,-0.0014080962704896343,-0.0014080962704896343,0.0,0.0,0.0,0.0,0.0,0.002245112345097404,,,,,,
train,72,0,1,0.1,0.002559454382315059,0.002559454382315059,0.0,0.0,0.0,0.0,0.0,0.0021716221829182376,,,,,,
train,73,0,1,0.1,-0.0002906544033584057,-0.0002906544033584057,0.0,0.0,0.0,0.0,0.0,0.0031967859066949753,,,,,,
train,74,0,1,0.1,0.002555487107932933,0.002555487107932933,0.0,0.0,0.0,0.0,0.0,-0.001370042425525539,,,,,,
train,75,0,1,0.1,-0.002336394133082792,-0.002336394133082792,0.0,0.0,0.0,0.0,0.0,0.0015842018297453429,1.649014949798584,0.08853650838136673,0.0881810262799263,0.23317401111125946,0.19052104651927948,0.39958739280700684
train,76,0,1,0.1,-0.0019166322502618034,-0.0019166322502618034,0.0,0.0,0.0,0.0,0.0,0.0001379498371890947,,,,,,
train,77,0,1,0.1,0.007063038624348301,0.007063038624348301,0.0,0.0,0.0,0.0,0.0,-0.0015485224761434045,,,,,,
train,78,0,1,0.1,-0.013582039199879064,-0.013582039199879064,0.0,0.0,0.0,0.0,0.0,0.005237794627307677,,,,,,
train,79,0,1,0.1,0.010974750737659633,0.010974750737659633,0.0,0.0,0.0,0.0,0.0,-0.0012703948818585452,,,,,,
train,80,0,1,0.1,0.0028688075824403296,0.0028688075824403296,0.0,0.0,0.0,0.0,0.0,0.0026765210627048624,1.6259381771087646,0.08467783778905869,0.08336812257766724,0.22541624307632446,0.20574142038822174,0.40079638361930847
train,81,0,1,0.1,-0.00019568904741283725,-0.00019568904741283725,0.0,0.0,0.0,0.0,0.0,0.001435449890171488,,,,,,
train,82,0,1,0.1,-0.007555218792392635,-0.007555218792392635,0.0,0.0,0.0,0.0,0.0,0.002538491615696865,,,,,,
train,83,0,1,0.1,0.002908852350825042,0.002908852350825042,0.0,0.0,0.0,0.0,0.0,0.002035868518492755,,,,,,
train,84,0,1,0.1,-0.004180954869690479,-0.004180954869690479,0.0,0.0,0.0,0.0,0.0,0.0019348755469728335,,,,,,
train,85,0,1,0.1,-0.0003177281834331213,-0.0003177281834331213,0.0,0.0,0.0,0.0,0.0,0.0023770201220816257,1.56637704372406,0.09138496965169907,0.06383716315031052,0.20794981718063354,0.20556771755218506,0.431260347366333
train,86,0,1,0.1,-0.0032414751739113356,-0.0032414751739113356,0.0,0.0,0.0,0.0,0.0,0.003146992158601243,,,,,,
train,87,0,1,0.1,-0.007109423104089265,-0.007109423104089265,0.0,0.0,0.0,0.0,0.0,0.005056450586291212,,,,,,
train,88,0,1,0.1,0.00965563882046434,0.00965563882046434,0.0,0.0,0.0,0.0,0.0,0.0013013570067271882,,,,,,
train,89,0,1,0.1,-0.008791073174078894,-0.008791073174078894,0.0,0.0,0.0,0.0,0.0,0.0011223275739443944,,,,,,
train,90,0,1,0.1,-0.0017711728281688457,-0.0017711728281688457,0.0,0.0,0.0,0.0,0.0,0.0017634319077592855,1.6117548942565918,0.0722178965806961,0.05808579921722412,0.24449729919433594,0.2109237015247345,0.41427528858184814
train,91,0,1,0.1,0.005048831367828683,0.005048831367828683,0.0,0.0,0.0,0.0,0.0,0.0006044056841774899,,,,,,
train,92,0,1,0.1,6.971880793571472e-06,6.971880793571472e-06,0.0,0.0,0.0,0.0,0.0,0.0030802956818803853,,,,,,
train,93,0,1,0.1,0.004085821032811723,0.004085821032811723,0.0,0.0,0.0,0.0,0.0,-0.001817592985781969,,,,,,
train,94,0,1,0.1,-0.002613572912820268,-0.002613572912820268,0.0,0.0,0.0,0.0,0.0,0.0021898254533024397,,,,,,
train,95,0,1,0.1,0.0034943305882716587,0.0034943305882716587,0.0,0.0,0.0,0.0,0.0,-0.0010214405700418295,1.5715848207473755,0.08076635003089905,0.04761646315455437,0.22948767244815826,0.23615878820419312,0.4059707224369049
train,96,0,1,0.1,-0.0026041527470464215,-0.0026041527470464215,0.0,0.0,0.0,0.0,0.0,0.002400969410789948,,,,,,
train,97,0,1,0.1,-0.001286972665647958,-0.001286972665647958,0.0,0.0,0.0,0.0,0.0,0.003011802540105932,,,,,,
train,98,0,1,0.1,0.0044486217278366285,0.0044486217278366285,0.0,0.0,0.0,0.0,0.0,0.001079284540359296,,,,,,
train,99,0,1,0.1,-0.010313611947840043,-0.010313611947840043,0.0,0.0,0.0,0.0,0.0,0.004302990513251108,,,,,,
train,100,0,1,0.1,-0.0018616466764155228,-0.0018616466764155228,0.0,0.0,0.0,0.0,0.0,0.0023164407112726978,1.4855796098709106,0.058993931859731674,0.03618074953556061,0.19799445569515228,0.21844691038131714,0.488383948802948
train,101,0,1,0.1,0.004210769306119604,0.004210769306119604,0.0,0.0,0.0,0.0,0.0,0.0015912540074364812,,,,,,
train,102,0,1,0.1,0.0023709674629464965,0.0023709674629464965,0.0,0.0,0.0,0.0,0.0,0.0018346893381984794,,,,,,
train,103,0,1,0.1,-0.006351436495178324,-0.006351436495178324,0.0,0.0,0.0,0.0,0.0,0.00441946167334476,,,,,,
train,104,0,1,0.1,-0.006359942299633415,-0.006359942299633415,0.0,0.0,0.0,0.0,0.0,0.001988367008629675,,,,,,
train,105,0,1,0.1,0.0057373195932265,0.0057373195932265,0.0,0.0,0.0,0.0,0.0,0.002494902811104468,1.4099897146224976,0.05262570455670357,0.04744222015142441,0.15357065200805664,0.2281762659549713,0.5181851983070374
train,106,0,1,0.1,-0.0023987432941794395,-0.0023987432941794395,0.0,0.0,0.0,0.0,0.0,0.002856861708649233,,,,,,
train,107,0,1,0.1,-0.008144644751012618,-0.008144644751012618,0.0,0.0,0.0,0.0,0.0,0.0040560563953191625,,,,,,
train,108,0,1,0.1,-0.005121719923016487,-0.005121719923016487,0.0,0.0,0.0,0.0,0.0,0.0035369172464033553,,,,,,
train,109,0,1,0.1,-0.012049631046715612,-0.012049631046715612,0.0,0.0,0.0,0.0,0.0,0.005059690753399741,,,,,,
train,110,0,1,0.1,-0.008062207581721903,-0.008062207581721903,0.0,0.0,0.0,0.0,0.0,0.0032425573387858913,1.2831603288650513,0.029886364936828613,0.031233251094818115,0.10957547277212143,0.24037890136241913,0.5889260768890381
train,111,0,1,0.1,0.01618058380543017,0.01618058380543017,0.0,0.0,0.0,0.0,0.0,-0.0019506279780876403,,,,,,
train,112,0,1,0.1,0.0007886590810456112,0.0007886590810456112,0.0,0.0,0.0,0.0,0.0,0.006182992212273472,,,,,,
train,113,0,1,0.1,-0.01412786020185141,-0.01412786020185141,0.0,0.0,0.0,0.0,0.0,0.002735753297148382,,,,,,
train,114,0,1,0.1,-0.001908249623489146,-0.001908249623489146,0.0,0.0,0.0,0.0,0.0,0.0028016270211368216,,,,,,
train,115,0,1,0.1,-0.013620861032726608,-0.013620861032726608,0.0,0.0,0.0,0.0,0.0,0.005778823458753964,1.2739262580871582,0.038103099912405014,0.03274433687329292,0.10412915796041489,0.19304914772510529,0.6319742798805237
train,116,0,1,0.1,-0.006289890739044138,-0.006289890739044138,0.0,0.0,0.0,0.0,0.0,0.003686510629075415,,,,,,
train,117,0,1,0.1,0.0016648195473952037,0.0016648195473952037,0.0,0.0,0.0,0.0,0.0,0.005701697085682741,,,,,,
train,118,0,1,0.1,-0.003335446606654966,-0.003335446606654966,0.0,0.0,0.0,0.0,0.0,0.003819209108056099,,,,,,
train,119,0,1,0.1,-0.003963203899854538,-0.003963203899854538,0.0,0.0,0.0,0.0,0.0,0.004385092884630841,,,,,,
train,120,0,1,0.1,0.009483290621645603,0.009483290621645603,0.0,0.0,0.0,0.0,0.0,0.0015872306847835287,1.3437435626983643,0.06596994400024414,0.058105841279029846,0.11605506390333176,0.17053663730621338,0.5893324613571167
train,121,0,1,0.1,1.794948041731236e-05,1.794948041731236e-05,0.0,0.0,0.0,0.0,0.0,0.0009512027095565025,,,,,,
train,122,0,1,0.1,-0.003540708086802624,-0.003540708086802624,0.0,0.0,0.0,0.0,0.0,0.002337908783160588,,,,,,
train,123,0,1,0.1,0.011549863627057193,0.011549863627057193,0.0,0.0,0.0,0.0,0.0,0.0007877391078235472,,,,,,
train,124,0,1,0.1,-0.008797116696893913,-0.008797116696893913,0.0,0.0,0.0,0.0,0.0,0.004404670426475943,,,,,,
train,125,0,1,0.1,0.003077278330273853,0.003077278330273853,0.0,0.0,0.0,0.0,0.0,0.0004401700479873255,1.3973562717437744,0.07651463150978088,0.05250708386301994,0.14027909934520721,0.19117943942546844,0.539519727230072
train,126,0,1,0.1,-0.0026214448689464843,-0.0026214448689464843,0.0,0.0,0.0,0.0,0.0,0.0046697805017032025,,,,,,
train,127,0,1,0.1,0.006148682430149147,0.006148682430149147,0.0,0.0,0.0,0.0,0.0,0.0011429066938695078,,,,,,
train,128,0,1,0.1,-0.007723613746016852,-0.007723613746016852,0.0,0.0,0.0,0.0,0.0,-0.00011694674179250119,,,,,,
train,129,0,1,0.1,0.007374715861206984,0.007374715861206984,0.0,0.0,0.0,0.0,0.0,-0.0005270630102969852,,,,,,
train,130,0,1,0.1,-0.015741769288319583,-0.015741769288319583,0.0,0.0,0.0,0.0,0.0,0.006260833616240644,1.3358098268508911,0.05596727505326271,0.03491012752056122,0.1286371648311615,0.18695178627967834,0.5935336947441101
train,131,0,1,0.1,-0.00526710846643968,-0.00526710846643968,0.0,0.0,0.0,0.0,0.0,0.0023461734218632475,,,,,,
train,132,0,1,0.1,-0.003807141039264845,-0.003807141039264845,0.0,0.0,0.0,0.0,0.0,0.002703347380327828,,,,,,
train,133,0,1,0.1,-0.00034321558960786493,-0.00034321558960786493,0.0,0.0,0.0,0.0,0.0,0.0031559747716813696,,,,,,
train,134,0,1,0.1,-0.003266060464631985,-0.003266060464631985,0.0,0.0,0.0,0.0,0.0,0.002457150093772832,,,,,,
train,135,0,1,0.1,-0.007959592781559216,-0.007959592781559216,0.0,0.0,0.0,0.0,0.0,0.0032554881866363916,1.3032886981964111,0.04185011237859726,0.03151499852538109,0.11893459409475327,0.17974038422107697,0.6279599070549011
train,136,0,1,0.1,-0.0005261974281394014,-0.0005261974281394014,0.0,0.0,0.0,0.0,0.0,0.0028722143147652058,,,,,,
train,137,0,1,0.1,-0.0015594603210760682,-0.0015594603210760682,0.0,0.0,0.0,0.0,0.0,0.002802563995561179,,,,,,
train,138,0,1,0.1,-0.012582907864056966,-0.012582907864056966,0.0,0.0,0.0,0.0,0.0,0.003524872026972327,,,,,,
train,139,0,1,0.1,-0.005855646185284736,-0.005855646185284736,0.0,0.0,0.0,0.0,0.0,0.005174171526496317,,,,,,
train,140,0,1,0.1,-0.012823609963935964,-0.012823609963935964,0.0,0.0,0.0,0.0,0.0,0.00573152875043817,1.3135091066360474,0.04111815243959427,0.030245065689086914,0.1234852746129036,0.20253033936023712,0.6026211977005005
train,141,0,1,0.1,-0.006944564611116862,-0.006944564611116862,0.0,0.0,0.0,0.0,0.0,0.003916170379585203,,,,,,
train,142,0,1,0.1,-0.003737385859530346,-0.003737385859530346,0.0,0.0,0.0,0.0,0.0,0.002153030870591893,,,,,,
train,143,0,1,0.1,-0.0027435391538721673,-0.0027435391538721673,0.0,0.0,0.0,0.0,0.0,0.0019414332403125717,,,,,,
train,144,0,1,0.1,-0.008289861593249381,-0.008289861593249381,0.0,0.0,0.0,0.0,0.0,0.0033674972570117783,,,,,,
train,145,0,1,0.1,-0.0022048979413275627,-0.0022048979413275627,0.0,0.0,0.0,0.0,0.0,0.0038163938020885574,1.30538809299469,0.042985059320926666,0.04022027552127838,0.11306709796190262,0.18878953158855438,0.6149380207061768
train,146,0,1,0.1,-0.009955116447207391,-0.009955116447207391,0.0,0.0,0.0,0.0,0.0,0.003432236278575717,,,,,,
train,147,0,1,0.1,-0.006765729692928931,-0.006765729692928931,0.0,0.0,0.0,0.0,0.0,0.004600410431842594,,,,,,
train,148,0,1,0.1,-0.006436777734836819,-0.006436777734836819,0.0,0.0,0.0,0.0,0.0,0.0032417663446097983,,,,,,
train,149,0,1,0.1,0.001630019200235313,0.001630019200235313,0.0,0.0,0.0,0.0,0.0,0.0020882241284091245,,,,,,
train,150,0,1,0.1,-0.011940790938359558,-0.011940790938359558,0.0,0.0,0.0,0.0,0.0,0.0054434700914676865,1.3502761125564575,0.051906783133745193,0.04208291321992874,0.13108493387699127,0.18894796073436737,0.5859774947166443
train,151,0,1,0.1,-0.012173314478394448,-0.012173314478394448,0.0,0.0,0.0,0.0,0.0,0.006023232587704472,,,,,,
train,152,0,1,0.1,-0.015868864776612278,-0.015868864776612278,0.0,0.0,0.0,0.0,0.0,0.004058084852409129,,,,,,
train,153,0,1,0.1,-0.009707589711373052,-0.009707589711373052,0.0,0.0,0.0,0.0,0.0,0.005615197140358242,,,,,,
train,154,0,1,0.1,-0.0190132498266358,-0.0190132498266358,0.0,0.0,0.0,0.0,0.0,0.005716476023343264,,,,,,
train,155,0,1,0.1,-0.017012887157262395,-0.017012887157262395,0.0,0.0,0.0,0.0,0.0,0.007231063072514885,1.309350848197937,0.050538137555122375,0.03504142537713051,0.11839375644922256,0.16406261920928955,0.6319640874862671
train,156,0,1,0.1,0.007492884963165338,0.007492884963165338,0.0,0.0,0.0,0.0,0.0,0.0026455556005969935,,,,,,
train,157,0,1,0.1,-0.00345440141345356,-0.00345440141345356,0.0,0.0,0.0,0.0,0.0,0.004220525218246907,,,,,,
train,158,0,1,0.1,-0.0039301402775534225,-0.0039301402775534225,0.0,0.0,0.0,0.0,0.0,0.0051492071600959585,,,,,,
train,159,0,1,0.1,0.006502959598768868,0.006502959598768868,0.0,0.0,0.0,0.0,0.0,0.0016459080997817948,,,,,,
train,160,0,1,0.1,0.0015931148447242438,0.0015931148447242438,0.0,0.0,0.0,0.0,0.0,0.0047175261607466665,1.3381640911102295,0.0706709697842598,0.04652717709541321,0.1190246120095253,0.17429973185062408,0.5894774198532104
train,161,0,1,0.1,0.00011697063889062287,0.00011697063889062287,0.0,0.0,0.0,0.0,0.0,0.004589059371866432,,,,,,
train,162,0,1,0.1,0.0002756615599626493,0.0002756615599626493,0.0,0.0,0.0,0.0,0.0,0.0046691292549903484,,,,,,
train,163,0,1,0.1,0.0013817032552598154,0.0013817032552598154,0.0,0.0,0.0,0.0,0.0,0.0023984795746703944,,,,,,
train,164,0,1,0.1,-0.005474839995526161,-0.005474839995526161,0.0,0.0,0.0,0.0,0.0,0.003732360127911556,,,,,,
train,165,0,1,0.1,-0.000988168493552389,-0.000988168493552389,0.0,0.0,0.0,0.0,0.0,0.003345723784364322,1.3521119356155396,0.08007292449474335,0.06485654413700104,0.1127346083521843,0.1565244346857071,0.5858114957809448
train,166,0,1,0.1,-0.009944873652535071,-0.009944873652535071,0.0,0.0,0.0,0.0,0.0,0.006145454530019825,,,,,,
train,167,0,1,0.1,0.002850348568137954,0.002850348568137954,0.0,0.0,0.0,0.0,0.0,0.003702516872983645,,,,,,
train,168,0,1,0.1,-0.00045895006384371836,-0.00045895006384371836,0.0,0.0,0.0,0.0,0.0,0.0016953229319815542,,,,,,
train,169,0,1,0.1,-0.0015747066685363796,-0.0015747066685363796,0.0,0.0,0.0,0.0,0.0,0.004502664831485234,,,,,,
train,170,0,1,0.1,-0.00932542284877569,-0.00932542284877569,0.0,0.0,0.0,0.0,0.0,0.003925830630275111,1.2895607948303223,0.060797497630119324,0.06553912162780762,0.08640564978122711,0.16978804767131805,0.6174696683883667
train,171,0,1,0.1,-0.005884296767523184,-0.005884296767523184,0.0,0.0,0.0,0.0,0.0,0.004694268048065258,,,,,,
train,172,0,1,0.1,-0.00311424615467652,-0.00311424615467652,0.0,0.0,0.0,0.0,0.0,0.0036517693478541045,,,,,,
train,173,0,1,0.1,-0.012191741372910602,-0.012191741372910602,0.0,0.0,0.0,0.0,0.0,0.0054846884609729635,,,,,,
train,174,0,1,0.1,-0.006675640347085017,-0.006675640347085017,0.0,0.0,0.0,0.0,0.0,0.004745700469642293,,,,,,
train,175,0,1,0.1,-0.00597887840487209,-0.00597887840487209,0.0,0.0,0.0,0.0,0.0,0.005644130018338853,1.2824627161026,0.06593210995197296,0.07656951993703842,0.07759280502796173,0.14147552847862244,0.6384299993515015
train,176,0,1,0.1,-0.00352087943682301,-0.00352087943682301,0.0,0.0,0.0,0.0,0.0,0.005307879801109141,,,,,,
train,177,0,1,0.1,-0.006952596234138279,-0.006952596234138279,0.0,0.0,0.0,0.0,0.0,0.0021073408516160412,,,,,,
