phase,epoch,seed,window_size,lam,total_loss,policy_loss,value_loss,kf_loss,dyn_loss,sim_policy_loss,sim_value_loss,discounted_reward,val_sharpe
warmup_kf,0,1,10,1.0,-14.257025527954102,0.0,0.0,-14.397102117538452,0.14007663391530514,0.0,0.0,25.850414180755614,
warmup_kf,1,1,10,1.0,-14.384049320220948,0.0,0.0,-14.437877941131593,0.05382859921082854,0.0,0.0,25.919693183898925,
warmup_kf,2,1,10,1.0,-14.504574966430663,0.0,0.0,-14.478344202041626,-0.026230774843133985,0.0,0.0,25.98872776031494,
warmup_kf,3,1,10,1.0,-14.625009107589722,0.0,0.0,-14.518491649627686,-0.10651744082570076,0.0,0.0,26.057479476928712,
warmup_kf,4,1,10,1.0,-14.750011157989501,0.0,0.0,-14.558334684371948,-0.19167647510766983,0.0,0.0,26.125971698760985,
warmup_kf,5,1,10,1.0,-14.88800401687622,0.0,0.0,-14.597879219055176,-0.29012485072016714,0.0,0.0,26.19422025680542,
warmup_kf,6,1,10,1.0,-15.04484519958496,0.0,0.0,-14.637127542495728,-0.40771767795085906,0.0,0.0,26.262229347229002,
warmup_kf,7,1,10,1.0,-15.225468921661378,0.0,0.0,-14.676079177856446,-0.5493897080421448,0.0,0.0,26.329998683929443,
warmup_kf,8,1,10,1.0,-15.434170770645142,0.0,0.0,-14.714733457565307,-0.7194373041391373,0.0,0.0,26.397532558441164,
warmup_kf,9,1,10,1.0,-15.676803255081177,0.0,0.0,-14.753087902069092,-0.923715403676033,0.0,0.0,26.46482334136963,
warmup_kf,10,1,10,1.0,-15.95754885673523,0.0,0.0,-14.791138744354248,-1.166410207748413,0.0,0.0,26.53186902999878,
warmup_kf,11,1,10,1.0,-16.28185181617737,0.0,0.0,-14.828884935379028,-1.452966845035553,0.0,0.0,26.598666954040528,
warmup_kf,12,1,10,1.0,-16.656216859817505,0.0,0.0,-14.866322708129882,-1.7898939788341521,0.0,0.0,26.665212440490723,
warmup_kf,13,1,10,1.0,-17.085427808761597,0.0,0.0,-14.903449487686157,-2.1819783449172974,0.0,0.0,26.73150177001953,
warmup_kf,14,1,10,1.0,-17.582974910736084,0.0,0.0,-14.940261840820312,-2.6427129030227663,0.0,0.0,26.797528171539305,
warmup_kf,15,1,10,1.0,-18.168133449554443,0.0,0.0,-14.976755952835083,-3.1913776278495787,0.0,0.0,26.86328649520874,
warmup_kf,16,1,10,1.0,-18.830868244171143,0.0,0.0,-15.012929916381836,-3.8179384112358092,0.0,0.0,26.928772830963133,
warmup_kf,17,1,10,1.0,-19.570167827606202,0.0,0.0,-15.048779344558715,-4.521388554573059,0.0,0.0,26.99398078918457,
warmup_kf,18,1,10,1.0,-20.389920902252197,0.0,0.0,-15.084303092956542,-5.305617785453796,0.0,0.0,27.058904933929444,
warmup_kf,19,1,10,1.0,-21.294959831237794,0.0,0.0,-15.119496250152588,-6.175463533401489,0.0,0.0,27.123539638519286,
warmup_kf,20,1,10,1.0,-22.287609481811522,0.0,0.0,-15.154357051849365,-7.13325252532959,0.0,0.0,27.187876892089843,
warmup_kf,21,1,10,1.0,-23.364896774291992,0.0,0.0,-15.188882112503052,-8.17601466178894,0.0,0.0,27.251914024353027,
warmup_kf,22,1,10,1.0,-24.478851509094238,0.0,0.0,-15.223069667816162,-9.255781984329223,0.0,0.0,27.315643787384033,
warmup_kf,23,1,10,1.0,-25.54141721725464,0.0,0.0,-15.25691590309143,-10.284501457214356,0.0,0.0,27.379058361053467,
warmup_kf,24,1,10,1.0,-26.498260593414308,0.0,0.0,-15.290418863296509,-11.20784158706665,0.0,0.0,27.44215383529663,
warmup_kf,25,1,10,1.0,-27.328677558898924,0.0,0.0,-15.323576354980469,-12.005100917816161,0.0,0.0,27.50492181777954,
warmup_kf,26,1,10,1.0,-28.037673568725587,0.0,0.0,-15.356386089324952,-12.681287574768067,0.0,0.0,27.567359352111815,
