phase,epoch,seed,window_size,lam,total_loss,policy_loss,value_loss,kf_loss,dyn_loss,sim_policy_loss,sim_value_loss,discounted_reward,val_sharpe
warmup_kf,5,28,10,1.0,-0.8748068869113922,0.0,0.0,-16.56354088783264,-0.8748068869113922,0.0,0.0,320.9941680908203,
warmup_kf,10,28,10,1.0,-2.533350443840027,0.0,0.0,-16.56354088783264,-2.533350443840027,0.0,0.0,320.9941680908203,
warmup_kf,15,28,10,1.0,-5.717326712608338,0.0,0.0,-16.56354088783264,-5.717326712608338,0.0,0.0,320.9941680908203,
warmup_kf,20,28,10,1.0,-10.549688291549682,0.0,0.0,-16.56354088783264,-10.549688291549682,0.0,0.0,320.9941680908203,
warmup_kf,25,28,10,1.0,-13.946431207656861,0.0,0.0,-16.56354088783264,-13.946431207656861,0.0,0.0,320.9941680908203,
warmup_kf,30,28,10,1.0,-15.628169536590576,0.0,0.0,-16.56354088783264,-15.628169536590576,0.0,0.0,320.9941680908203,
warmup_kf,35,28,10,1.0,-16.62209072113037,0.0,0.0,-16.56354088783264,-16.62209072113037,0.0,0.0,320.9941680908203,
warmup_kf,40,28,10,1.0,-17.283889961242675,0.0,0.0,-16.56354088783264,-17.283889961242675,0.0,0.0,320.9941680908203,
warmup_kf,45,28,10,1.0,-17.75260639190674,0.0,0.0,-16.56354088783264,-17.75260639190674,0.0,0.0,320.9941680908203,
warmup_kf,50,28,10,1.0,-18.09779634475708,0.0,0.0,-16.56354088783264,-18.09779634475708,0.0,0.0,320.9941680908203,
warmup_kf,55,28,10,1.0,-18.359173488616943,0.0,0.0,-16.56354088783264,-18.359173488616943,0.0,0.0,320.9941680908203,
warmup_kf,60,28,10,1.0,-18.56146831512451,0.0,0.0,-16.56354088783264,-18.56146831512451,0.0,0.0,320.9941680908203,
warmup_kf,65,28,10,1.0,-18.72100486755371,0.0,0.0,-16.56354088783264,-18.72100486755371,0.0,0.0,320.9941680908203,
warmup_kf,70,28,10,1.0,-18.84893093109131,0.0,0.0,-16.56354088783264,-18.84893093109131,0.0,0.0,320.9941680908203,
warmup_kf,75,28,10,1.0,-18.953029060363768,0.0,0.0,-16.56354088783264,-18.953029060363768,0.0,0.0,320.9941680908203,
warmup_kf,80,28,10,1.0,-19.038805866241454,0.0,0.0,-16.56354088783264,-19.038805866241454,0.0,0.0,320.9941680908203,
warmup_kf,85,28,10,1.0,-19.110213470458984,0.0,0.0,-16.56354088783264,-19.110213470458984,0.0,0.0,320.9941680908203,
warmup_kf,90,28,10,1.0,-19.170124340057374,0.0,0.0,-16.56354088783264,-19.170124340057374,0.0,0.0,320.9941680908203,
warmup_kf,95,28,10,1.0,-19.22068500518799,0.0,0.0,-16.56354088783264,-19.22068500518799,0.0,0.0,320.9941680908203,
warmup_dyn,5,28,10,1.0,-19.299971485137938,0.0,0.0,-16.56354088783264,-19.299971485137938,0.0,0.0,320.9941680908203,
warmup_dyn,10,28,10,1.0,-19.331024646759033,0.0,0.0,-16.56354088783264,-19.331024646759033,0.0,0.0,320.9941680908203,
warmup_dyn,15,28,10,1.0,-19.357538890838622,0.0,0.0,-16.56354088783264,-19.357538890838622,0.0,0.0,320.9941680908203,
warmup_dyn,20,28,10,1.0,-19.380207061767578,0.0,0.0,-16.56354088783264,-19.380207061767578,0.0,0.0,320.9941680908203,
warmup_dyn,25,28,10,1.0,-19.399618244171144,0.0,0.0,-16.56354088783264,-19.399618244171144,0.0,0.0,320.9941680908203,
warmup_dyn,30,28,10,1.0,-19.416244792938233,0.0,0.0,-16.56354088783264,-19.416244792938233,0.0,0.0,320.9941680908203,
warmup_dyn,35,28,10,1.0,-19.43051471710205,0.0,0.0,-16.56354088783264,-19.43051471710205,0.0,0.0,320.9941680908203,
warmup_dyn,40,28,10,1.0,-19.442773628234864,0.0,0.0,-16.56354088783264,-19.442773628234864,0.0,0.0,320.9941680908203,
warmup_dyn,45,28,10,1.0,-19.45336103439331,0.0,0.0,-16.56354088783264,-19.45336103439331,0.0,0.0,320.9941680908203,
warmup_dyn,50,28,10,1.0,-19.46254606246948,0.0,0.0,-16.56354088783264,-19.46254606246948,0.0,0.0,320.9941680908203,
warmup_dyn,55,28,10,1.0,-19.470584011077882,0.0,0.0,-16.56354088783264,-19.470584011077882,0.0,0.0,320.9941680908203,
warmup_dyn,60,28,10,1.0,-19.47769947052002,0.0,0.0,-16.56354088783264,-19.47769947052002,0.0,0.0,320.9941680908203,
warmup_dyn,65,28,10,1.0,-19.484093284606935,0.0,0.0,-16.56354088783264,-19.484093284606935,0.0,0.0,320.9941680908203,
warmup_dyn,70,28,10,1.0,-19.489927101135255,0.0,0.0,-16.56354088783264,-19.489927101135255,0.0,0.0,320.9941680908203,
warmup_dyn,75,28,10,1.0,-19.495353412628173,0.0,0.0,-16.56354088783264,-19.495353412628173,0.0,0.0,320.9941680908203,
warmup_dyn,80,28,10,1.0,-19.50047435760498,0.0,0.0,-16.56354088783264,-19.50047435760498,0.0,0.0,320.9941680908203,
warmup_dyn,85,28,10,1.0,-19.50539779663086,0.0,0.0,-16.56354088783264,-19.50539779663086,0.0,0.0,320.9941680908203,
warmup_dyn,90,28,10,1.0,-19.510169219970702,0.0,0.0,-16.56354088783264,-19.510169219970702,0.0,0.0,320.9941680908203,
warmup_dyn,95,28,10,1.0,-19.51485481262207,0.0,0.0,-16.56354088783264,-19.51485481262207,0.0,0.0,320.9941680908203,
train,5,28,10,1.0,-194.6048583984375,-175.24099731445312,0.0,-16.56354088783264,-19.524425888061522,1.6056397557258606,0.0,320.9951904296875,1.716213583946228
train,10,28,10,1.0,-194.60929260253906,-175.24100036621093,0.0,-16.56354088783264,-19.52885694503784,1.6056531250476838,0.0,320.9951889038086,1.7162193059921265
train,15,28,10,1.0,-194.61376419067383,-175.2410110473633,0.0,-16.56354088783264,-19.533308219909667,1.6055320382118226,0.0,320.9952026367188,1.7162814140319824
train,20,28,10,1.0,-194.61813659667968,-175.24101486206055,0.0,-16.56354088783264,-19.537682247161865,1.6056098520755768,0.0,320.9952194213867,1.7163822650909424
train,25,28,10,1.0,-194.62244262695313,-175.24102096557618,0.0,-16.56354088783264,-19.54197816848755,1.6055795848369598,0.0,320.99523010253904,1.7165091037750244
train,30,28,10,1.0,-194.62665100097655,-175.24102859497071,0.0,-16.56354088783264,-19.546177101135253,1.6055589199066163,0.0,320.9952423095703,1.7170132398605347
train,35,28,10,1.0,-194.6307632446289,-175.2410400390625,0.0,-16.56354088783264,-19.550278854370116,1.6055570721626282,0.0,320.99525756835936,1.7169357538223267
train,40,28,10,1.0,-194.63476638793946,-175.2410446166992,0.0,-16.56354088783264,-19.55426950454712,1.6054610729217529,0.0,320.9952651977539,1.7174291610717773
train,45,28,10,1.0,-194.63865127563477,-175.24105834960938,0.0,-16.56354088783264,-19.558146476745605,1.6055095613002777,0.0,320.9952789306641,1.7177836894989014
train,50,28,10,1.0,-194.6424331665039,-175.24107360839844,0.0,-16.56354088783264,-19.561910247802736,1.6055067300796508,0.0,320.9953048706055,1.7187150716781616
train,55,28,10,1.0,-194.6460868835449,-175.2410858154297,0.0,-16.56354088783264,-19.565546798706055,1.6054660201072692,0.0,320.99532318115234,1.7194575071334839
train,60,28,10,1.0,-194.64962997436524,-175.24111251831056,0.0,-16.56354088783264,-19.569072914123534,1.6055701494216919,0.0,320.99535980224607,1.7216365337371826
