networksize,window_size,lam,learnrate,seed,sharpe,cumret,meanret,stdret
32,1.0,7.8611,0.003222,5.0,2.3211,1.1749,0.0015254545454545453,0.008414545454545454
64,1.0,7.8611,0.003222,5.0,2.4659945454545458,1.1926345454545455,0.0016527272727272727,0.008747272727272727
128,1.0,7.8611,0.003222,5.0,2.4377927272727273,1.1976072727272729,0.0016363636363636363,0.009167272727272727
