lam,window_size,networksize,learnrate,seed,sharpe,cumret,meanret,stdret
0.001,1.0,64.0,0.001,4.5,5.6445,1.5341999999999998,0.004200000000000001,0.011899999999999999
0.1,1.0,64.0,0.001,4.5,5.6655,1.5298,0.0041,0.0115
1.0,1.0,64.0,0.001,4.5,2.5018000000000002,1.224,0.0017000000000000001,0.011
10.0,1.0,64.0,0.001,4.5,1.7100000000000002,1.0912000000000002,0.001,0.0066
