lam,window_size,networksize,learnrate,seed,sharpe,cumret,meanret,stdret
0.001,1.0,64.0,0.001,4.5,4.753,1.4322,0.0034000000000000002,0.011
0.1,1.0,64.0,0.001,4.5,5.7448,1.5423,0.0042,0.0107
1.0,1.0,64.0,0.001,4.5,1.4521000000000002,1.1576,0.0012000000000000001,0.0128
10.0,1.0,64.0,0.001,4.5,1.0333999999999999,1.1087,0.0009000000000000001,0.0116
