date,MSFT,JPM,JNJ,XOM,PG
2023-10-02,0.23407091,0.23473617,0.11491816,0.30776170,0.10851308
2023-10-03,0.24779353,0.18327865,0.16061552,0.25909936,0.14921296
2023-10-04,0.21000072,0.15393604,0.15754318,0.34394807,0.13457195
2023-10-05,0.17871347,0.14504102,0.10150473,0.48494625,0.08979451
2023-10-06,0.16388011,0.14486605,0.09623414,0.50912303,0.08589663
2023-10-09,0.14803417,0.14222257,0.08155050,0.54956442,0.07862835
2023-10-10,0.15187575,0.14500548,0.10690958,0.49343407,0.10277516
2023-10-11,0.15901192,0.14671759,0.10745960,0.48540577,0.10140514
2023-10-12,0.16039839,0.14566815,0.11541454,0.47075644,0.10776252
2023-10-13,0.15058832,0.14016543,0.13620564,0.44554219,0.12749840
2023-10-16,0.15298213,0.14379320,0.15937047,0.38987875,0.15397547
2023-10-17,0.16649258,0.15719095,0.18102290,0.30822659,0.18706694
2023-10-18,0.21078163,0.19234487,0.19717538,0.17024614,0.22945198
2023-10-19,0.16356984,0.16116074,0.22397394,0.23960932,0.21168615
2023-10-20,0.14092061,0.15801819,0.22037302,0.28669012,0.19399805
2023-10-23,0.21573700,0.21835120,0.19098811,0.16900915,0.20591454
2023-10-24,0.23251982,0.22232327,0.18928310,0.15519059,0.20068324
2023-10-25,0.22108784,0.23697160,0.18999211,0.13800418,0.21394423
2023-10-26,0.22373539,0.24001355,0.18878548,0.14590780,0.20155786
2023-10-27,0.24556364,0.23322895,0.19285791,0.13631304,0.19203646
2023-10-30,0.23881842,0.22560635,0.19878350,0.14411415,0.19267763
2023-10-31,0.22566296,0.20911220,0.20369135,0.16733548,0.19419803
2023-11-01,0.20286590,0.17932667,0.20806018,0.21312015,0.19662710
2023-11-02,0.21834877,0.18993390,0.20388262,0.17472398,0.21311076
2023-11-03,0.21843252,0.19210376,0.20079964,0.16208248,0.22658163
2023-11-06,0.21189791,0.18868349,0.20249972,0.16096689,0.23595205
2023-11-07,0.21098922,0.18780208,0.19617924,0.17452818,0.23050117
2023-11-08,0.18153603,0.16950133,0.18828033,0.25920266,0.20147966
2023-11-09,0.19478539,0.18193462,0.18499532,0.23044384,0.20784090
2023-11-10,0.20164023,0.19577289,0.18415809,0.18676370,0.23166509
2023-11-13,0.20481507,0.19423421,0.19222276,0.16311811,0.24560989
2023-11-14,0.20375733,0.19638042,0.18605410,0.17724192,0.23656626
2023-11-15,0.18541260,0.18400802,0.18966675,0.21524051,0.22567205
2023-11-16,0.15977696,0.16190879,0.17971319,0.30632886,0.19227228
2023-11-17,0.16923784,0.16682099,0.18726146,0.27481949,0.20186022
2023-11-20,0.17028382,0.17288235,0.18983100,0.25987336,0.20712945
2023-11-21,0.16681625,0.17730163,0.19005896,0.25850224,0.20732097
2023-11-22,0.17798637,0.18378562,0.20416027,0.20167679,0.23239100
2023-11-24,0.17452015,0.19289291,0.19166526,0.21962079,0.22130096
2023-11-27,0.16673276,0.18450746,0.19070882,0.24847034,0.20958066
2023-11-28,0.16195363,0.17963643,0.17773248,0.28467512,0.19600230
2023-11-29,0.15004542,0.16614652,0.17158444,0.33299384,0.17922972
2023-11-30,0.16580704,0.17516813,0.18234794,0.27842006,0.19825681
2023-12-01,0.15935619,0.17734894,0.18292634,0.30433646,0.17603210
2023-12-04,0.16143472,0.17078774,0.18583681,0.29401755,0.18792321
2023-12-05,0.13149862,0.15110360,0.15320875,0.41475680,0.14943223
2023-12-06,0.11510360,0.13241105,0.11797114,0.51961023,0.11490397
2023-12-07,0.10823383,0.12488460,0.10748589,0.55680728,0.10258842
2023-12-08,0.10112099,0.12033577,0.10306365,0.58073044,0.09474912
2023-12-11,0.09950174,0.12272474,0.11093280,0.56543767,0.10140306
2023-12-12,0.09431408,0.11923826,0.10482313,0.58670574,0.09491879
2023-12-13,0.10771206,0.12948920,0.13049373,0.51199710,0.12030791
2023-12-14,0.10242837,0.14214496,0.12505008,0.51841629,0.11196026
2023-12-15,0.10531314,0.14394371,0.12344326,0.51764619,0.10965365
2023-12-18,0.12547366,0.15929700,0.14994439,0.42663476,0.13865019
2023-12-19,0.15024431,0.17299783,0.21682423,0.24873225,0.21120143
2023-12-20,0.16651763,0.18092926,0.17231894,0.29154006,0.18869413
2023-12-21,0.16198981,0.16137655,0.07860783,0.49124864,0.10677718
2023-12-22,0.17253816,0.16353320,0.08239476,0.47025183,0.11128210
2023-12-26,0.18128526,0.17169319,0.09027538,0.43574825,0.12099788
2023-12-27,0.17953476,0.16313578,0.06711279,0.49474406,0.09547249
2023-12-28,0.15762055,0.17154592,0.12731192,0.40282762,0.14069408
2023-12-29,0.17925690,0.17572421,0.21543613,0.19577050,0.23381223
2024-01-02,0.19781302,0.18908864,0.21660572,0.16343015,0.23306249
2024-01-03,0.18948828,0.19358303,0.20577428,0.20628628,0.20486814
2024-01-04,0.19237225,0.18321493,0.21198906,0.19715241,0.21527137
2024-01-05,0.19068189,0.19307129,0.19922651,0.22259304,0.19442725
2024-01-08,0.19855441,0.18747307,0.20091835,0.20037776,0.21267644
2024-01-09,0.19440149,0.17570905,0.20566371,0.19629343,0.22793227
2024-01-10,0.19091494,0.16968268,0.20004673,0.21954404,0.21981165
2024-01-11,0.19739118,0.17243865,0.20649078,0.19423690,0.22944243
2024-01-12,0.20826828,0.18496621,0.20535083,0.15991195,0.24150266
2024-01-16,0.20823105,0.18295188,0.20626402,0.16501015,0.23754284
2024-01-17,0.20346245,0.17424814,0.20959733,0.18714993,0.22554217
2024-01-18,0.20204587,0.16953224,0.20825090,0.20250270,0.21766838
2024-01-19,0.20094447,0.17894399,0.17981841,0.24640448,0.19388860
2024-01-22,0.20032312,0.17795888,0.18420967,0.23915356,0.19835478
2024-01-23,0.21964715,0.19168667,0.20371416,0.15444440,0.23050761
2024-01-24,0.23400117,0.20763431,0.19129701,0.13150041,0.23556709
2024-01-25,0.20396371,0.20784405,0.19976202,0.14346628,0.24496399
2024-01-26,0.14654528,0.16130280,0.23456265,0.22848150,0.22910768
2024-01-29,0.13680193,0.14280847,0.24186976,0.26826611,0.21025367
2024-01-30,0.06304338,0.05657212,0.06131335,0.76510620,0.05396494
2024-01-31,0.03392064,0.02857920,0.02320877,0.89321238,0.02107908
2024-02-01,0.04025421,0.04671815,0.04951438,0.82286984,0.04064338
2024-02-02,0.08856232,0.07822940,0.11117043,0.64002788,0.08200993
2024-02-05,0.12352793,0.11227553,0.19222766,0.44166434,0.13030450
2024-02-06,0.07199343,0.06788185,0.09145404,0.69994044,0.06873022
2024-02-07,0.10566200,0.10735975,0.17349213,0.47864366,0.13484244
2024-02-08,0.15650506,0.16384980,0.22005813,0.24810967,0.21147740
2024-02-09,0.21880272,0.20042621,0.19169493,0.16238867,0.22668749
2024-02-12,0.20560412,0.18903579,0.20171475,0.17629491,0.22735044
2024-02-13,0.19283400,0.16904928,0.20187213,0.22992551,0.20631911
2024-02-14,0.19106479,0.16906136,0.20378704,0.22402768,0.21205914
2024-02-15,0.18099716,0.17545111,0.21602890,0.19911049,0.22841229
2024-02-16,0.18011972,0.17948523,0.22882909,0.18573613,0.22582984
2024-02-20,0.17997661,0.18328550,0.22112048,0.20040740,0.21521011
2024-02-21,0.19046299,0.19129631,0.22649416,0.17269401,0.21905248
2024-02-22,0.18783894,0.19593829,0.21640873,0.19300346,0.20681064
2024-02-23,0.17211872,0.18477568,0.20937128,0.23460391,0.19913043
2024-02-26,0.18574731,0.18941195,0.16157562,0.30265740,0.16060771
2024-02-27,0.17610592,0.18643518,0.21915621,0.21932137,0.19898137
2024-02-28,0.20005831,0.19710727,0.14157161,0.30374017,0.15752260
2024-02-29,0.20353873,0.19999655,0.11391120,0.34611714,0.13643636
2024-03-01,0.19297867,0.20444983,0.20110285,0.19533783,0.20613082
2024-03-04,0.19386977,0.19553126,0.20262286,0.18504590,0.22293025
2024-03-05,0.18432657,0.19770971,0.21005350,0.19893636,0.20897391
2024-03-06,0.17355438,0.19001581,0.21130700,0.21968432,0.20543854
2024-03-07,0.18739291,0.19030364,0.22973479,0.16789290,0.22467588
2024-03-08,0.18265955,0.18975808,0.18044086,0.26029870,0.18684286
2024-03-11,0.17138422,0.18597019,0.15370274,0.32744849,0.16149442
2024-03-12,0.16351910,0.19024482,0.18002947,0.28098464,0.18522206
2024-03-13,0.15712391,0.16685502,0.11234738,0.42938605,0.13428771
2024-03-14,0.10592597,0.12181666,0.12160517,0.53634292,0.11430933
2024-03-15,0.07115790,0.07164516,0.07447281,0.71843219,0.06429200
2024-03-18,0.05802678,0.05268579,0.03799402,0.81658328,0.03471015
2024-03-19,0.05510791,0.05153183,0.05446290,0.79020840,0.04868894
2024-03-20,0.09663144,0.09120256,0.11462533,0.59562349,0.10191722
2024-03-21,0.10206806,0.08573581,0.08660799,0.64035231,0.08523586
2024-03-22,0.14063518,0.12598343,0.17866668,0.39287901,0.16183572
2024-03-25,0.15706445,0.15221472,0.24598585,0.23411649,0.21061847
2024-03-26,0.14735709,0.14746535,0.23845136,0.27535102,0.19137517
2024-03-27,0.11419620,0.10618735,0.13511638,0.52696890,0.11753113
2024-03-28,0.09492519,0.07701460,0.04868909,0.72524655,0.05412459
2024-04-01,0.09917308,0.08891038,0.04529689,0.70933771,0.05728193
2024-04-02,0.15706646,0.17202181,0.07486548,0.49826822,0.09777800
2024-04-03,0.20897755,0.27457958,0.15170306,0.21647218,0.14826767
2024-04-04,0.18888590,0.31090191,0.22253923,0.11807188,0.15960108
2024-04-05,0.13438779,0.23618923,0.31181952,0.10372555,0.21387786
2024-04-08,0.16315782,0.27880254,0.27620322,0.08978502,0.19205140
2024-04-09,0.16580489,0.25618032,0.24166524,0.14458531,0.19176428
2024-04-10,0.11832247,0.16629125,0.34808391,0.12934697,0.23795542
2024-04-11,0.11868285,0.16493240,0.31669369,0.13524082,0.26445019
2024-04-12,0.09489193,0.13691382,0.24820264,0.31121558,0.20877603
2024-04-15,0.11025286,0.16213071,0.19424404,0.39394489,0.13942745
2024-04-16,0.11292312,0.11973062,0.33982542,0.13123217,0.29628858
2024-04-17,0.16249442,0.17639248,0.26046452,0.18615849,0.21449007
2024-04-18,0.19694549,0.20532538,0.19986549,0.22847977,0.16938390
2024-04-19,0.23186061,0.20111904,0.18410720,0.21126519,0.17164798
2024-04-22,0.21955736,0.19488660,0.19653568,0.20038128,0.18863916
2024-04-23,0.21461794,0.19466919,0.19526042,0.20710848,0.18834403
2024-04-24,0.21484236,0.19129285,0.19657621,0.19865800,0.19863062
2024-04-25,0.20633216,0.18854691,0.19823888,0.22110237,0.18577963
2024-04-26,0.19830409,0.18311009,0.21550967,0.18896091,0.21411516
2024-04-29,0.19834337,0.18953741,0.21838413,0.17452571,0.21920940
2024-04-30,0.20803034,0.19322926,0.18666868,0.22050995,0.19156180
2024-05-01,0.18993928,0.17416047,0.20480128,0.21567024,0.21542871
2024-05-02,0.18343717,0.17108834,0.22992113,0.17523082,0.24032249
2024-05-03,0.19704276,0.17637472,0.19910380,0.21219555,0.21528317
2024-05-06,0.20000082,0.17858775,0.20147346,0.20240341,0.21753453
2024-05-07,0.19976088,0.17553996,0.20119496,0.21555585,0.20794842
2024-05-08,0.19129750,0.16606821,0.20026456,0.23907088,0.20329879
2024-05-09,0.19828868,0.17338270,0.20231387,0.20558336,0.22043134
2024-05-10,0.20894614,0.18635470,0.19903219,0.17420679,0.23146018
2024-05-13,0.20637402,0.18332878,0.20203772,0.17206176,0.23619777
2024-05-14,0.19202884,0.18978858,0.18917269,0.20259915,0.22641075
2024-05-15,0.20830478,0.20093735,0.19569162,0.14011809,0.25494817
2024-05-16,0.20590046,0.20151430,0.19687989,0.13922079,0.25648460
2024-05-17,0.19372930,0.20950831,0.17985693,0.20755321,0.20935228
2024-05-20,0.19477129,0.19739413,0.20566212,0.16692631,0.23524620
2024-05-21,0.19704464,0.19595049,0.20625120,0.15402909,0.24672450
2024-05-22,0.20875181,0.19337696,0.20019270,0.15076648,0.24691202
2024-05-23,0.19599797,0.17348838,0.19780473,0.21465530,0.21805367
2024-05-24,0.18631639,0.16370003,0.20011429,0.24072859,0.20914076
2024-05-28,0.19321716,0.17364487,0.19300820,0.23959160,0.20053826
2024-05-29,0.18943228,0.17162736,0.19034216,0.25731164,0.19128658
2024-05-30,0.17206970,0.15375938,0.19750729,0.29493579,0.18172787
2024-05-31,0.17769794,0.16536786,0.21160209,0.24710843,0.19822367
2024-06-03,0.17663576,0.15764455,0.19644649,0.28919679,0.18007648
2024-06-04,0.17975089,0.15366039,0.18844816,0.30455390,0.17358664
2024-06-05,0.18156148,0.15517873,0.18887931,0.29927543,0.17510507
2024-06-06,0.18850613,0.17017744,0.19142520,0.26840344,0.18148775
2024-06-07,0.19495046,0.17615896,0.20183922,0.22403572,0.20301564
2024-06-10,0.20321324,0.18121330,0.20187542,0.20098820,0.21270983
2024-06-11,0.21453969,0.18536542,0.19753183,0.18988976,0.21267331
2024-06-12,0.21718977,0.18809636,0.20133215,0.17386295,0.21951868
2024-06-13,0.21830180,0.19060804,0.20519410,0.15734583,0.22855024
2024-06-14,0.20990194,0.17943121,0.20911959,0.18454693,0.21700034
2024-06-17,0.21222989,0.18359825,0.20891070,0.17208244,0.22317876
2024-06-18,0.22182183,0.19304556,0.19856885,0.16204117,0.22452256
2024-06-20,0.21655279,0.18957499,0.20010468,0.16076307,0.23300438
2024-06-21,0.21392645,0.18873793,0.18854611,0.19048207,0.21830747
2024-06-24,0.23498942,0.20512070,0.18427072,0.14241581,0.23320334
2024-06-25,0.23304999,0.21104826,0.17881078,0.14839463,0.22869638
2024-06-26,0.21923341,0.20730050,0.18984155,0.14349332,0.24013130
2024-06-27,0.18666241,0.19664176,0.21286866,0.15982409,0.24400315
2024-06-28,0.16606814,0.20058827,0.20523706,0.22384799,0.20425852
2024-07-01,0.16940485,0.20520481,0.10242695,0.39896604,0.12399743
2024-07-02,0.12910837,0.13546465,0.03624916,0.64421618,0.05496168
2024-07-03,0.16192111,0.18471593,0.05760663,0.51347840,0.08227794
2024-07-05,0.19857256,0.22286810,0.17513156,0.19446002,0.20896773
2024-07-08,0.19794746,0.20583740,0.19393209,0.17465580,0.22762732
2024-07-09,0.16980818,0.17447427,0.18592970,0.27530444,0.19448346
2024-07-10,0.15785609,0.16410840,0.18599962,0.29940552,0.19263037
2024-07-11,0.14370099,0.15964642,0.18411922,0.32933894,0.18319437
2024-07-12,0.15394235,0.16320239,0.18837753,0.30481753,0.18966021
2024-07-15,0.16214569,0.17231272,0.19614676,0.26452664,0.20486818
2024-07-16,0.18101156,0.18401510,0.20956329,0.21645677,0.20895326
2024-07-17,0.18967770,0.20521890,0.19681393,0.23427106,0.17401841
2024-07-18,0.20402290,0.21434176,0.20038733,0.21353753,0.16771050
2024-07-19,0.21650277,0.23928790,0.20540608,0.16722184,0.17158146
2024-07-22,0.21782623,0.24751028,0.20578873,0.15843467,0.17044005
2024-07-23,0.18316142,0.20421360,0.19606677,0.24720712,0.16935115
2024-07-24,0.24544357,0.27659678,0.20893952,0.09239057,0.17662951
2024-07-25,0.26990750,0.31539154,0.20806794,0.04184975,0.16478318
2024-07-26,0.25884455,0.31078795,0.21880506,0.04788623,0.16367623
2024-07-29,0.19398035,0.20494562,0.20737167,0.21316642,0.18053596
2024-07-30,0.20749208,0.24306008,0.22537723,0.13236076,0.19170977
2024-07-31,0.16022661,0.22413346,0.20565397,0.23418121,0.17580482
2024-08-01,0.16507268,0.18295826,0.18993959,0.27705860,0.18497086
2024-08-02,0.17189959,0.18199068,0.20321910,0.24785969,0.19503094
2024-08-05,0.16084665,0.17078511,0.22669622,0.23870556,0.20296651
2024-08-06,0.17149828,0.18142340,0.25104085,0.17298959,0.22304794
2024-08-07,0.18734550,0.17791259,0.23628213,0.18234463,0.21611516
2024-08-08,0.22086941,0.19607425,0.20154281,0.19060367,0.19090989
2024-08-09,0.21728522,0.19692847,0.20366170,0.19194941,0.19017531
2024-08-12,0.18669304,0.18679459,0.23403418,0.18463592,0.20784223
2024-08-13,0.19572757,0.18843628,0.19542938,0.23143753,0.18896924
2024-08-14,0.19167003,0.19452369,0.19877553,0.20902012,0.20601070
2024-08-15,0.18850479,0.19088958,0.20160677,0.20539576,0.21360306
2024-08-16,0.18617076,0.18087378,0.23324741,0.14493982,0.25476813
2024-08-19,0.13650355,0.11836227,0.14490834,0.45208213,0.14814377
2024-08-20,0.17227809,0.17206915,0.21241112,0.21038708,0.23285453
2024-08-21,0.16850846,0.18354096,0.18359296,0.25408521,0.21027239
2024-08-22,0.14886668,0.16321310,0.17642206,0.32639161,0.18510656
2024-08-23,0.13681464,0.15510847,0.16660303,0.37306377,0.16841009
2024-08-26,0.16299763,0.17384176,0.19465433,0.25847110,0.21003518
2024-08-27,0.16117069,0.17476705,0.20210618,0.25382072,0.20813535
2024-08-28,0.14645739,0.16219716,0.19641207,0.30315956,0.19177388
2024-08-29,0.15486322,0.16871458,0.20281963,0.28201926,0.19158337
2024-08-30,0.16631201,0.17704533,0.20092253,0.25948840,0.19623168
2024-09-03,0.18211323,0.17042172,0.21237937,0.21742375,0.21766199
2024-09-04,0.18871881,0.17660764,0.21454912,0.21360965,0.20651476
2024-09-05,0.19777773,0.18102276,0.21371107,0.20235753,0.20513095
2024-09-06,0.20531259,0.17983362,0.19944167,0.21416833,0.20124377
2024-09-09,0.21100178,0.18542673,0.19288234,0.21113169,0.19955742
2024-09-10,0.20642041,0.17587970,0.19928199,0.22368488,0.19473299
2024-09-11,0.20678882,0.17295209,0.20012073,0.22726341,0.19287494
2024-09-12,0.21063954,0.17946717,0.20843478,0.19193378,0.20952474
2024-09-13,0.21852535,0.18441680,0.20624977,0.18852308,0.20228499
2024-09-16,0.22176969,0.19013599,0.20754710,0.17417453,0.20637277
2024-09-17,0.21004772,0.18303883,0.21526316,0.14978258,0.24186775
2024-09-18,0.20227253,0.17399499,0.21104589,0.15045787,0.26222873
2024-09-19,0.17168601,0.14861937,0.21653186,0.15408102,0.30908179
2024-09-20,0.21284261,0.19199072,0.18197393,0.14305417,0.27013865
2024-09-23,0.20990674,0.18915233,0.18559441,0.14527993,0.27006659
2024-09-24,0.22404726,0.23657024,0.17210239,0.13815938,0.22912079
2024-09-25,0.17295019,0.18837138,0.22286244,0.18630981,0.22950613
2024-09-26,0.18305790,0.19105592,0.22048540,0.16413116,0.24126957
2024-09-27,0.14489636,0.16233379,0.24464165,0.23866895,0.20945929
2024-09-30,0.15581821,0.17839262,0.24920493,0.19475129,0.22183302
2024-10-01,0.16490823,0.22496144,0.26752681,0.14136410,0.20123948
2024-10-02,0.19543062,0.27351552,0.23532601,0.11758561,0.17814232
2024-10-03,0.17207049,0.27734202,0.30541146,0.06301611,0.18215993
2024-10-04,0.21593630,0.32237265,0.24978803,0.04013624,0.17176674
2024-10-07,0.25350833,0.34303424,0.22174492,0.02032862,0.16138393
2024-10-08,0.22712971,0.33594978,0.24077114,0.03504689,0.16110247
2024-10-09,0.27025607,0.37844878,0.17436308,0.04909654,0.12783550
2024-10-10,0.28533629,0.42394441,0.12745655,0.05947176,0.10379098
2024-10-11,0.40021855,0.39679745,0.03015754,0.12906756,0.04375900
2024-10-14,0.41635367,0.34004295,0.02455457,0.17526199,0.04378683
2024-10-15,0.13816932,0.12121658,0.03894497,0.64242196,0.05924716
2024-10-16,0.14758322,0.14812037,0.09062044,0.50093311,0.11274280
2024-10-17,0.15108143,0.15819353,0.13339153,0.40188435,0.15544912
2024-10-18,0.14296417,0.15451822,0.19281292,0.31800672,0.19169801
2024-10-21,0.14895074,0.15164317,0.18022552,0.33819330,0.18098728
2024-10-22,0.15528239,0.16377851,0.18348630,0.30538243,0.19207035
2024-10-23,0.15233687,0.16395076,0.17875540,0.31957895,0.18537799
2024-10-24,0.14737093,0.15708457,0.17595734,0.34116292,0.17842428
2024-10-25,0.15998864,0.15632653,0.18102242,0.32151449,0.18114787
2024-10-28,0.14947040,0.14773165,0.16878828,0.37125498,0.16275476
2024-10-29,0.16594687,0.16432706,0.15185215,0.36629549,0.15157843
2024-10-30,0.16919427,0.16789736,0.14138715,0.37874126,0.14278004
2024-10-31,0.17160714,0.16400908,0.15337999,0.36252525,0.14847858
2024-11-01,0.16942883,0.15543093,0.16244589,0.36016056,0.15253386
2024-11-04,0.18687169,0.16545591,0.20014414,0.25408190,0.19344637
2024-11-05,0.19000685,0.16462280,0.22272904,0.20796737,0.21467394
2024-11-06,0.13377410,0.16609688,0.21431267,0.29740065,0.18841568
2024-11-07,0.14492473,0.17745489,0.21804190,0.25844780,0.20113070
2024-11-08,0.13703756,0.14530745,0.27640602,0.21131989,0.22992913
2024-11-11,0.13925011,0.14633492,0.25804123,0.24103917,0.21533455
2024-11-12,0.14987291,0.13864703,0.20657007,0.33870724,0.16620277
2024-11-13,0.17401023,0.14113629,0.16121405,0.39976475,0.12387465
2024-11-14,0.09495921,0.13170148,0.27173525,0.29895049,0.20265357
2024-11-15,0.04998869,0.13755290,0.30325195,0.27882081,0.23038571
2024-11-18,0.04616423,0.13123217,0.30764753,0.27692473,0.23803140
2024-11-19,0.07843336,0.11597544,0.32037732,0.28153780,0.20367606
2024-11-20,0.17332700,0.15607078,0.22201672,0.26845136,0.18013410
2024-11-21,0.19012493,0.18223803,0.21507914,0.21075378,0.20180415
2024-11-22,0.20715138,0.19945268,0.19998670,0.18825035,0.20515887
2024-11-25,0.21919361,0.20936677,0.19329479,0.15682778,0.22131710
2024-11-26,0.22271895,0.21099275,0.19279960,0.15054481,0.22294387
2024-11-27,0.22012289,0.20410514,0.19509645,0.16283920,0.21783635
2024-11-29,0.21532959,0.19894549,0.19729808,0.16921447,0.21921243
2024-12-02,0.22432412,0.20823471,0.19711754,0.14099388,0.22932975
2024-12-03,0.22354738,0.20277180,0.19657013,0.15336204,0.22374870
2024-12-04,0.21611845,0.19414432,0.20030789,0.16836308,0.22106631
2024-12-05,0.21242149,0.19203147,0.20081936,0.17415798,0.22056966
2024-12-06,0.18667288,0.17458385,0.21022396,0.21625659,0.21226266
2024-12-09,0.18213710,0.16467795,0.19811140,0.26134861,0.19372497
2024-12-10,0.18434174,0.16834310,0.18572430,0.28037304,0.18121786
2024-12-11,0.16992606,0.16552663,0.15617219,0.35768095,0.15069419
2024-12-12,0.17313305,0.17389220,0.15100358,0.35410613,0.14786513
2024-12-13,0.17246678,0.17093030,0.15159160,0.35857567,0.14643568
2024-12-16,0.16216382,0.16183549,0.15247317,0.38436231,0.13916521
2024-12-17,0.17041267,0.15927048,0.16048990,0.36268553,0.14714147
2024-12-18,0.19396871,0.16312157,0.15979664,0.33498138,0.14813165
2024-12-19,0.19805804,0.15898553,0.15024439,0.35590956,0.13680254
2024-12-20,0.19739392,0.15582183,0.15324852,0.35344413,0.14009169
2024-12-23,0.20161115,0.15625644,0.16538680,0.32447746,0.15226813
2024-12-24,0.18639967,0.15044600,0.16781576,0.33997697,0.15536156
2024-12-26,0.19132902,0.15482289,0.17836054,0.30694085,0.16854678
2024-12-27,0.18844798,0.15507478,0.18036050,0.30390480,0.17221197
2024-12-30,0.18061765,0.15444343,0.18251869,0.31288484,0.16953552
