date,MSFT,JPM,JNJ,XOM,PG
2023-10-02,0.22296332,0.43907878,0.08167144,0.14738823,0.10889823
2023-10-03,0.21352342,0.39888453,0.08893510,0.18335816,0.11529880
2023-10-04,0.20654634,0.44812363,0.07969584,0.15766935,0.10796480
2023-10-05,0.19779252,0.47305453,0.07802546,0.14585508,0.10527246
2023-10-06,0.19679071,0.49598062,0.07586603,0.12597437,0.10538828
2023-10-09,0.19608654,0.49243635,0.07682051,0.12176142,0.11289518
2023-10-10,0.19504985,0.48869979,0.07714330,0.11994836,0.11915871
2023-10-11,0.19840783,0.48648578,0.07753183,0.11666323,0.12091130
2023-10-12,0.20008953,0.48283574,0.07789873,0.11597840,0.12319764
2023-10-13,0.20152877,0.47520998,0.07861476,0.11652360,0.12812281
2023-10-16,0.18225960,0.45961818,0.08214539,0.13664146,0.13933532
2023-10-17,0.18860407,0.46410394,0.08337495,0.12122190,0.14269510
2023-10-18,0.21248558,0.44648501,0.08349108,0.09877750,0.15876091
2023-10-19,0.23293114,0.42285120,0.08695418,0.08550944,0.17175405
2023-10-20,0.23943254,0.40153375,0.08914339,0.08856954,0.18132070
2023-10-23,0.24359451,0.39089084,0.09034527,0.09064809,0.18452124
2023-10-24,0.24574606,0.38342604,0.09098279,0.09439781,0.18544729
2023-10-25,0.24626578,0.37559429,0.09165855,0.09660424,0.18987717
2023-10-26,0.24832061,0.36484867,0.09315785,0.09902554,0.19464733
2023-10-27,0.24212906,0.36107469,0.09395929,0.11333869,0.18949829
2023-10-30,0.23115262,0.35604155,0.09689266,0.13271050,0.18320265
2023-10-31,0.22666071,0.35484329,0.09718549,0.14212349,0.17918704
2023-11-01,0.23007305,0.35648775,0.09585819,0.13971494,0.17786612
2023-11-02,0.22898914,0.35888386,0.09531347,0.14045294,0.17636062
2023-11-03,0.23194711,0.35986325,0.09539168,0.13576873,0.17702930
2023-11-06,0.23171327,0.36164039,0.09584016,0.13343613,0.17737013
2023-11-07,0.23378274,0.36208957,0.09637854,0.12948713,0.17826205
2023-11-08,0.23647130,0.36126459,0.09674403,0.12587401,0.17964604
2023-11-09,0.24480681,0.36139813,0.09608379,0.11520652,0.18250468
2023-11-10,0.25821295,0.36014509,0.09551713,0.09710169,0.18902306
2023-11-13,0.26370457,0.35752410,0.09673882,0.08918991,0.19284263
2023-11-14,0.26968181,0.35380992,0.09820227,0.08202688,0.19627917
