date,MSFT,JPM,JNJ,XOM,PG
2023-10-02,0.02389496,0.13230398,0.07358347,0.55836254,0.21185499
2023-10-03,0.00651357,0.10702047,0.04183171,0.79595244,0.04868187
2023-10-04,0.00212393,0.08226421,0.01877193,0.87596923,0.02087068
2023-10-05,0.00118393,0.07549769,0.01141553,0.89846736,0.01343552
2023-10-06,0.00112915,0.07407418,0.01079217,0.89934963,0.01465484
2023-10-09,0.00123001,0.07683735,0.01162376,0.89357358,0.01673530
2023-10-10,0.00127197,0.07710963,0.01225326,0.89158368,0.01778148
2023-10-11,0.00129391,0.07442635,0.01284299,0.89279151,0.01864529
2023-10-12,0.00134525,0.07310596,0.01358270,0.89250523,0.01946091
2023-10-13,0.00144321,0.07226904,0.01480255,0.89094603,0.02053915
2023-10-16,0.00203899,0.08469676,0.01666549,0.86976027,0.02683848
2023-10-17,0.01120918,0.14569242,0.02944647,0.70987493,0.10377702
2023-10-18,0.02571678,0.16644682,0.04287748,0.59326565,0.17169328
2023-10-19,0.05922886,0.17105652,0.06420921,0.43482539,0.27068007
2023-10-20,0.07648753,0.16348791,0.07056303,0.38050348,0.30895808
2023-10-23,0.08552347,0.15796368,0.07104614,0.36009571,0.32537103
2023-10-24,0.08806523,0.15324835,0.07018152,0.35541621,0.33308873
2023-10-25,0.08531336,0.15219466,0.06841151,0.36463559,0.32944489
2023-10-26,0.08560697,0.15030719,0.06764638,0.36733744,0.32910204
2023-10-27,0.05840363,0.14821737,0.06425060,0.46378449,0.26534393
2023-10-30,0.03220725,0.12819299,0.06949101,0.61119521,0.15891357
2023-10-31,0.02057064,0.11206799,0.06754135,0.69271380,0.10710622
2023-11-01,0.01613399,0.10459539,0.06508298,0.72667372,0.08751401
2023-11-02,0.01472861,0.10269421,0.06336450,0.73794585,0.08126683
2023-11-03,0.01622576,0.10482513,0.06566223,0.72380465,0.08948229
2023-11-06,0.01832603,0.10835697,0.06745940,0.70493293,0.10092469
2023-11-07,0.02315110,0.11502866,0.07082199,0.66633600,0.12466229
2023-11-08,0.02999791,0.12186190,0.07334504,0.61886168,0.15593348
2023-11-09,0.03820210,0.12723204,0.07556943,0.56596804,0.19302839
2023-11-10,0.07238004,0.13793978,0.07111096,0.39546394,0.32310537
2023-11-13,0.09441911,0.13375053,0.07434031,0.32508940,0.37240058
2023-11-14,0.11403234,0.12664169,0.07975880,0.27630335,0.40326387
2023-11-15,0.13495293,0.11961153,0.08445264,0.23522295,0.42575994
