date,MSFT,JPM,JNJ,XOM,PG
2023-10-02,0.16097806,0.36630702,0.02807069,0.33728081,0.10736340
2023-10-03,0.32651442,0.17319374,0.12648343,0.20267253,0.17113583
2023-10-04,0.17598566,0.14886437,0.15625098,0.34044525,0.17845373
2023-10-05,0.09864172,0.06962647,0.04768382,0.71622211,0.06782594
2023-10-06,0.10977052,0.11281442,0.04587962,0.63953018,0.09200535
2023-10-09,0.07003643,0.09595678,0.02711210,0.74477059,0.06212415
2023-10-10,0.10266852,0.14034088,0.06083278,0.57780463,0.11835320
2023-10-11,0.11706525,0.17412417,0.05899845,0.52175671,0.12805538
2023-10-12,0.13084994,0.18218012,0.07475441,0.46434909,0.14786643
2023-10-13,0.14427501,0.19031411,0.11235224,0.36759615,0.18546255
2023-10-16,0.15243217,0.19593529,0.19844876,0.21578459,0.23739925
2023-10-17,0.18064415,0.18621983,0.19413444,0.20249221,0.23650946
2023-10-18,0.24893872,0.17388770,0.17565618,0.19499139,0.20652603
2023-10-19,0.11444936,0.17727636,0.20586039,0.30640483,0.19600916
2023-10-20,0.02447236,0.12025919,0.21511583,0.46204340,0.17810920
2023-10-23,0.13912141,0.20646141,0.21157324,0.26281288,0.18003106
2023-10-24,0.15243991,0.20946310,0.20579188,0.25177795,0.18052720
2023-10-25,0.01965979,0.13525766,0.22755398,0.43853167,0.17899695
2023-10-26,0.02904251,0.15737192,0.25594538,0.38544807,0.17219207
2023-10-27,0.16682784,0.29012975,0.21801475,0.12665699,0.19837062
2023-10-30,0.17497173,0.28738827,0.21215224,0.12424999,0.20123781
2023-10-31,0.18834755,0.23732007,0.20394857,0.16063562,0.20974818
2023-11-01,0.22101346,0.23166567,0.17219320,0.16696230,0.20816538
2023-11-02,0.19020049,0.20529187,0.17461738,0.22354703,0.20634328
2023-11-03,0.20107524,0.20525949,0.17060119,0.19946831,0.22359580
2023-11-06,0.21685560,0.18444034,0.16503295,0.21341121,0.22025986
2023-11-07,0.20756151,0.17586686,0.16628200,0.22911043,0.22117925
2023-11-08,0.17183633,0.19357054,0.14230248,0.30326036,0.18903033
2023-11-09,0.18455207,0.18699297,0.12389149,0.32678372,0.17777979
2023-11-10,0.27209038,0.14063694,0.12888159,0.27678034,0.18161081
2023-11-13,0.29817012,0.13553958,0.15245979,0.21353827,0.20029229
2023-11-14,0.29306984,0.14165924,0.13976413,0.23572962,0.18977721
2023-11-15,0.27436402,0.14914808,0.15295872,0.23155273,0.19197649
2023-11-16,0.22668460,0.16852953,0.14073654,0.28485394,0.17919542
2023-11-17,0.23443513,0.17141400,0.17739959,0.21078059,0.20597075
2023-11-20,0.22378792,0.17994422,0.13655603,0.28193933,0.17777245
2023-11-21,0.21258444,0.17748770,0.14941709,0.27245075,0.18806002
2023-11-22,0.21751079,0.16494802,0.19986269,0.20976689,0.20791158
2023-11-24,0.18558061,0.18555512,0.13016415,0.36726150,0.13143867
2023-11-27,0.17679939,0.19741051,0.19744247,0.22963923,0.19870840
2023-11-28,0.18020532,0.20203643,0.15372944,0.28460443,0.17942438
2023-11-29,0.14425717,0.19270715,0.14540827,0.35225049,0.16537699
2023-11-30,0.17020361,0.18825199,0.23755322,0.18573588,0.21825533
2023-12-01,0.12633102,0.17482340,0.23478086,0.27940059,0.18466413
2023-12-04,0.12225684,0.17250195,0.23620109,0.29292342,0.17611676
2023-12-05,0.05064235,0.09796070,0.05896572,0.73941410,0.05301713
2023-12-06,0.04754991,0.10080846,0.05906570,0.73670411,0.05587189
2023-12-07,0.03510588,0.08040488,0.03769583,0.80808705,0.03870631
2023-12-08,0.02953352,0.07053320,0.02173708,0.84971350,0.02848277
2023-12-11,0.02768123,0.06967057,0.02185491,0.85359168,0.02720165
2023-12-12,0.02745867,0.07049023,0.01793562,0.85940558,0.02470994
2023-12-13,0.05785443,0.13426530,0.07075003,0.66145164,0.07567865
2023-12-14,0.03223362,0.08370154,0.02136481,0.83558065,0.02711941
2023-12-15,0.04633205,0.08991161,0.02461990,0.80267489,0.03646160
2023-12-18,0.07189573,0.12744886,0.05134088,0.67359561,0.07571900
2023-12-19,0.15049206,0.18092062,0.24038076,0.21189260,0.21631397
2023-12-20,0.16154286,0.16717646,0.23259139,0.22835475,0.21033457
2023-12-21,0.15206465,0.16071868,0.22757882,0.26659781,0.19304013
2023-12-22,0.12957169,0.18508689,0.14254059,0.42915425,0.11364660
2023-12-26,0.10760524,0.17295596,0.09515956,0.55028117,0.07399809
2023-12-27,0.06309769,0.13018145,0.04489509,0.72978765,0.03203812
2023-12-28,0.10612391,0.17555481,0.14488307,0.46173081,0.11170734
2023-12-29,0.19006920,0.19161837,0.21195178,0.19840685,0.20795384
2024-01-02,0.21107993,0.20191884,0.20632879,0.19050074,0.19017167
