seed,window_size,lam,networksize,learnrate,sharpe,cumret,meanret,stdret
8,10,10.0,64,0.001,-0.016,0.999,-0.0,0.009
8,10,1.0,64,0.001,0.242,1.015,0.0,0.008
8,15,0.1,64,0.001,0.733,1.045,0.0,0.007
8,20,0.001,64,0.001,0.544,1.054,0.0,0.012
8,15,10.0,64,0.001,-0.016,0.999,-0.0,0.009
8,15,1.0,64,0.001,1.659,1.163,0.001,0.012
8,20,0.1,64,0.001,-0.291,0.974,-0.0,0.011
8,60,0.001,64,0.001,2.371,1.153,0.001,0.008
8,60,10.0,64,0.001,1.083,1.135,0.001,0.015
8,60,0.1,64,0.001,0.589,1.044,0.0,0.009
8,60,1.0,64,0.001,1.126,1.14,0.001,0.015
8,40,0.001,64,0.001,0.72,1.059,0.0,0.01
8,40,0.1,64,0.001,0.865,1.077,0.001,0.011
8,40,1.0,64,0.001,1.371,1.116,0.001,0.01
8,40,10.0,64,0.001,1.596,1.132,0.001,0.01
8,20,10.0,64,0.001,-0.016,0.999,-0.0,0.009
8,20,1.0,64,0.001,0.098,1.006,0.0,0.008
9,2,0.001,64,0.001,0.642,1.069,0.001,0.013
9,2,0.1,64,0.001,-2.138,0.81,-0.001,0.011
9,2,1.0,64,0.001,-0.016,0.999,-0.0,0.009
9,1,0.001,64,0.001,7.539,1.67,0.005,0.011
9,1,0.1,64,0.001,7.119,1.654,0.005,0.011
9,2,10.0,64,0.001,0.36,1.027,0.0,0.009
9,1,1.0,64,0.001,4.01,1.417,0.003,0.013
9,1,10.0,64,0.001,4.067,1.424,0.003,0.013
9,3,0.001,64,0.001,1.878,1.165,0.001,0.011
9,3,0.1,64,0.001,1.871,1.163,0.001,0.011
9,3,1.0,64,0.001,1.095,1.083,0.001,0.009
9,5,0.001,64,0.001,-0.103,0.989,-0.0,0.013
9,3,10.0,64,0.001,0.114,1.008,0.0,0.009
9,4,0.001,64,0.001,-2.102,0.797,-0.002,0.012
9,4,0.1,64,0.001,-2.082,0.799,-0.002,0.012
9,4,1.0,64,0.001,-0.853,0.944,-0.0,0.008
9,5,0.1,64,0.001,-0.955,0.909,-0.001,0.012
9,4,10.0,64,0.001,0.32,1.029,0.0,0.011
9,5,1.0,64,0.001,-0.794,0.949,-0.0,0.008
9,5,10.0,64,0.001,1.162,1.143,0.001,0.015
9,15,0.001,64,0.001,0.778,1.066,0.001,0.01
9,15,0.1,64,0.001,0.557,1.043,0.0,0.009
9,10,0.001,64,0.001,0.103,1.009,0.0,0.011
9,10,1.0,64,0.001,0.609,1.063,0.0,0.013
9,10,0.1,64,0.001,0.254,1.021,0.0,0.01
9,10,10.0,64,0.001,1.08,1.133,0.001,0.015
9,20,0.001,64,0.001,0.564,1.056,0.0,0.012
9,20,0.1,64,0.001,0.09,1.008,0.0,0.011
9,15,1.0,64,0.001,1.987,1.166,0.001,0.01
9,15,10.0,64,0.001,1.145,1.142,0.001,0.015
9,60,0.001,64,0.001,1.279,1.152,0.001,0.015
9,60,0.1,64,0.001,2.468,1.16,0.001,0.008
9,60,1.0,64,0.001,1.145,1.142,0.001,0.015
9,40,0.001,64,0.001,1.201,1.106,0.001,0.011
9,60,10.0,64,0.001,1.145,1.142,0.001,0.015
9,40,0.1,64,0.001,1.4,1.099,0.001,0.009
9,40,1.0,64,0.001,1.485,1.088,0.001,0.007
9,40,10.0,64,0.001,1.557,1.14,0.001,0.011
9,20,1.0,64,0.001,1.137,1.141,0.001,0.015
9,20,10.0,64,0.001,1.549,1.159,0.001,0.013
